Date,mean,enet,rf,knn,rsz,ensemble,realized
2020-01-31,0.022405,0.019579,0.012750,0.003642,0.017858,0.022405,-0.314143
2020-02-07,0.022405,0.019786,0.012653,-0.016807,0.017698,0.022405,-0.265510
2020-02-14,0.022405,0.019977,0.013119,-0.029239,0.017839,0.022405,-0.325846
2020-02-21,0.022405,0.020948,0.010670,0.019091,0.018488,0.022405,-0.273346
2020-02-28,0.022405,0.022343,0.010863,-0.037361,0.019282,0.022405,-0.124645
2020-03-06,0.022405,0.022731,0.016254,0.046760,0.020218,0.022405,0.078668
2020-03-13,0.022405,0.023132,0.016243,0.010941,0.020302,0.022405,0.264711
2020-03-20,0.022405,0.023195,0.015149,0.057764,0.021132,0.022405,0.564402
2020-03-27,0.022405,0.022979,0.015825,0.053925,0.019951,0.022405,0.305266
2020-04-03,0.022405,0.025243,0.013503,0.025552,0.020347,0.022405,0.267812
2020-04-10,0.022405,0.026575,0.012048,0.021464,0.020456,0.022405,0.061508
2020-04-17,0.022405,0.028608,0.012320,0.010869,0.021584,0.022405,0.094565
2020-04-24,0.022405,0.030813,0.017778,0.004197,0.023449,0.022405,0.097371
2020-05-01,0.022405,0.031238,0.032601,0.035496,0.023012,0.022405,0.017909
2020-05-08,0.022405,0.029547,0.025209,0.024035,0.021683,0.022405,-0.028964
2020-05-15,0.022405,0.030567,0.028880,0.020835,0.021950,0.022405,0.074736
2020-05-22,0.022405,0.031522,0.031928,0.012929,0.022624,0.022405,-0.051663
2020-05-29,0.022405,0.033138,0.029552,0.021138,0.023049,0.022405,-0.047799
2020-06-05,0.022405,0.033105,0.037577,0.094122,0.021055,0.022405,-0.212374
2020-06-12,0.022405,0.032721,0.034174,0.058962,0.020350,0.022405,-0.170309
2020-06-19,0.022405,0.032477,0.047337,0.094792,0.022209,0.022405,-0.139727
2020-06-26,0.022405,0.032315,0.041054,0.086977,0.020745,0.022405,-0.159778
2020-07-03,0.022405,0.032291,0.048215,0.096257,0.022454,0.022405,-0.202137
2020-07-10,0.022405,0.031809,0.043160,0.073433,0.022022,0.022405,-0.119399
2020-07-17,0.022405,0.032360,0.053329,0.104792,0.023188,0.022405,-0.163623
2020-07-24,0.022405,0.031804,0.050994,0.092338,0.021721,0.022405,-0.176487
2020-07-31,0.022405,0.031931,0.047733,0.084764,0.022889,0.022405,-0.189772
2020-08-07,0.022405,0.031649,0.050261,0.084123,0.022773,0.022405,-0.209092
2020-08-14,0.022405,0.031524,0.048205,0.078880,0.022113,0.022405,-0.098262
2020-08-21,0.022405,0.031562,0.048622,0.066713,0.022836,0.022405,0.010246
2020-08-28,0.022405,0.031420,0.053011,0.086037,0.023059,0.022405,0.085349
2020-09-04,0.022405,0.031591,0.045961,0.075157,0.023284,0.022405,0.184355
2020-09-11,0.022405,0.031592,0.045364,0.087496,0.023030,0.022405,0.281316
2020-09-18,0.022405,0.031384,0.043895,0.066754,0.022644,0.022405,0.191556
2020-09-25,0.022405,0.031705,0.042564,0.053266,0.022087,0.022405,0.279982
2020-10-02,0.022405,0.031414,0.041477,-0.011621,0.022165,0.022405,0.310368
2020-10-09,0.022405,0.031508,0.040793,0.016091,0.022535,0.022405,0.363234
2020-10-16,0.022405,0.031896,0.041544,0.042178,0.022809,0.022405,0.434971
2020-10-23,0.022405,0.031494,0.042786,0.022154,0.022962,0.022405,0.402852
2020-10-30,0.022405,0.031844,0.042020,0.063429,0.022909,0.022405,0.387391
2020-11-06,0.022405,0.032102,0.046352,0.035903,0.023736,0.022405,0.490813
2020-11-13,0.022405,0.031851,0.043902,0.042097,0.023409,0.022405,0.336111
2020-11-20,0.022405,0.031879,0.042288,-0.002897,0.022108,0.022405,0.306832
2020-11-27,0.022405,0.032015,0.041952,0.031746,0.023155,0.022405,0.254022
2020-12-04,0.022405,0.032248,0.039659,-0.007080,0.022756,0.022405,0.320654
2020-12-11,0.022405,0.032293,0.039612,0.004520,0.023739,0.022405,0.320196
2020-12-18,0.022405,0.032105,0.040190,0.000263,0.023317,0.022405,0.273920
2020-12-25,0.022405,0.031987,0.042671,-0.022150,0.024302,0.022405,0.336964
2021-01-01,0.022405,0.031805,0.038534,-0.049065,0.023395,0.022405,0.341525
2021-01-08,0.022405,0.031848,0.037268,-0.055719,0.023605,0.022405,0.175792
2021-01-15,0.022405,0.031524,0.037910,0.010130,0.023497,0.022405,0.144176
2021-01-22,0.022405,0.031268,0.037686,-0.040506,0.022768,0.022405,0.142011
2021-01-29,0.022405,0.030970,0.037588,-0.045536,0.023252,0.022405,0.269431
2021-02-05,0.022405,0.030671,0.025476,-0.063782,0.023232,0.022405,0.273473
2021-02-12,0.022405,0.030123,0.019707,-0.007489,0.022293,0.022405,0.210153
2021-02-19,0.022405,0.030342,0.022496,-0.021758,0.022729,0.022405,0.141477
2021-02-26,0.022405,0.030470,0.023757,-0.005938,0.023763,0.022405,0.095825
2021-03-05,0.022405,0.029447,0.014408,-0.018325,0.022179,0.022405,0.064051
2021-03-12,0.022405,0.028268,0.018394,0.012897,0.020967,0.022405,0.044756
2021-03-19,0.022405,0.025802,0.007747,0.009280,0.021327,0.022405,0.068966
2021-03-26,0.022405,0.021655,-0.013818,0.052732,0.019654,0.022405,0.108577
2021-04-02,0.022405,0.019469,0.019493,0.023545,0.018026,0.022405,0.098169
2021-04-09,0.022405,0.022559,0.024072,0.019778,0.019288,0.022405,0.107909
2021-04-16,0.022405,0.020076,0.022490,0.051041,0.019183,0.022405,0.016064
2021-04-23,0.022405,0.018239,0.009997,-0.007303,0.018328,0.022405,0.031045
2021-04-30,0.022405,0.006962,-0.028923,0.002237,0.014668,0.022405,0.010220
2021-05-07,0.022405,0.004091,-0.030198,-0.032155,0.012951,0.022405,-0.067388
2021-05-14,0.022405,0.008800,-0.031352,-0.002026,0.014860,0.022405,-0.066647
2021-05-21,0.022405,0.008284,-0.050262,-0.004345,0.013746,0.022405,-0.111216
2021-05-28,0.022405,0.012160,-0.043304,-0.022661,0.015359,0.022405,-0.045893
2021-06-04,0.022405,0.011995,-0.053430,0.013637,0.017905,0.022405,-0.118980
2021-06-11,0.022405,0.013918,-0.021166,-0.005511,0.017217,0.022405,-0.128234
2021-06-18,0.022405,0.011710,-0.051833,0.007336,0.016985,0.022405,-0.048978
2021-06-25,0.022405,0.013788,-0.019059,0.063823,0.016841,0.022405,-0.069057
2021-07-02,0.022405,0.012166,-0.054518,0.015686,0.015322,0.022405,-0.003582
2021-07-09,0.022405,0.012402,-0.050160,0.016169,0.015855,0.022405,0.083392
2021-07-16,0.022405,0.012227,-0.054715,0.041909,0.016153,0.022405,0.191999
2021-07-23,0.022405,0.012141,-0.061682,0.030966,0.015840,0.022405,0.208863
2021-07-30,0.022405,0.011490,-0.064305,0.009828,0.015252,0.022405,0.177733
2021-08-06,0.022405,0.010837,-0.066089,0.054906,0.012899,0.022405,0.191028
2021-08-13,0.022405,0.011751,-0.064341,0.038441,0.014505,0.022405,0.178656
2021-08-20,0.022405,0.012744,-0.048075,0.040273,0.015397,0.022405,0.205800
2021-08-27,0.022405,0.012469,-0.051435,0.002894,0.014872,0.022405,0.140849
2021-09-03,0.022405,0.012326,-0.057761,-0.022730,0.014794,0.022405,0.147879
2021-09-10,0.022405,0.012044,-0.063596,-0.040487,0.014414,0.022405,0.212292
2021-09-17,0.022405,0.010807,-0.066697,-0.008304,0.013873,0.022405,0.115786
2021-09-24,0.022405,0.014561,-0.035368,-0.023374,0.013882,0.022405,0.092552
2021-10-01,0.022405,0.011612,-0.071621,0.039300,0.012683,0.022405,0.044179
2021-10-08,0.022405,0.009468,-0.075196,0.015209,0.009937,0.022405,0.098361
2021-10-15,0.022405,0.011576,-0.072588,0.052478,0.011609,0.022405,0.139810
2021-10-22,0.022405,0.010836,-0.073271,0.025797,0.012235,0.022405,0.091607
2021-10-29,0.022405,0.009294,-0.077670,0.017368,0.009701,0.022405,0.156774
2021-11-05,0.022405,0.005669,-0.071308,0.020480,0.008373,0.022405,0.197943
2021-11-12,0.022405,0.005868,-0.070193,-0.025880,0.007289,0.022405,0.239300
2021-11-19,0.022405,0.006793,-0.069629,-0.045122,0.008496,0.022405,0.260859
2021-11-26,0.022405,0.007502,-0.070283,-0.034373,0.007641,0.022405,0.255342
2021-12-03,0.022405,0.009701,-0.079754,-0.016402,0.007350,0.022405,0.382011
2021-12-10,0.022405,0.010261,-0.076889,-0.095374,0.006476,0.022405,0.359976
2021-12-17,0.022405,0.010828,-0.073477,-0.011980,0.008167,0.022405,0.376432
2021-12-24,0.022405,0.012944,-0.055278,-0.016744,0.009632,0.022405,0.448147
2021-12-31,0.022405,0.014372,-0.052152,-0.015069,0.008676,0.022405,0.401750
2022-01-07,0.022405,0.015146,-0.049352,0.020986,0.011538,0.022405,0.308946
2022-01-14,0.022405,0.014937,-0.056266,0.036302,0.011233,0.022405,0.249633
2022-01-21,0.022405,0.015395,-0.053405,0.043686,0.012353,0.022405,0.231847
2022-01-28,0.022405,0.014365,-0.055776,0.068252,0.011922,0.022405,0.156009
2022-02-04,0.022405,0.013828,-0.053276,0.029666,0.010467,0.022405,0.214995
2022-02-11,0.022405,0.014715,-0.049954,0.072512,0.012031,0.022405,0.158254
2022-02-18,0.022405,0.014460,-0.051581,0.064092,0.011084,0.022405,0.213111
2022-02-25,0.022405,0.014023,-0.058832,0.073430,0.012119,0.022405,0.297573
2022-03-04,0.022405,0.014480,-0.058852,0.091407,0.009062,0.022405,0.201199
2022-03-11,0.022405,0.015051,-0.053217,-0.010041,0.009773,0.022405,0.165368
2022-03-18,0.022405,0.014738,-0.056185,0.059585,0.009256,0.022405,0.004236
