Date,enet,rf,knn,rsz,mean,ensemble,realized
2016-05-31,0.010986,0.042087,0.061768,0.008018,-0.021262,0.008018,0.081130
2016-06-30,0.004649,0.076876,-0.014033,0.009722,-0.020714,0.009722,0.148037
2016-07-31,0.011249,0.032931,0.004247,0.008376,-0.020392,0.008376,0.066432
2016-08-31,-0.000452,0.023884,-0.073058,0.005087,-0.020308,0.005087,0.193460
2016-09-30,-0.002547,0.012189,-0.000537,0.005315,-0.020279,0.005315,0.150699
2016-10-31,0.003643,0.022891,-0.049898,0.001759,-0.020582,0.001759,0.202086
2016-11-30,-0.002737,0.054471,-0.031014,0.002550,-0.020869,0.002550,0.275431
2016-12-31,-0.014169,0.038562,-0.192843,-0.006231,-0.021473,-0.006231,0.226603
2017-01-31,-0.031116,0.022175,-0.142075,-0.001767,-0.022870,-0.001767,0.207753
2017-02-28,-0.029218,0.000715,-0.174506,-0.005021,-0.023760,-0.005021,0.173312
2017-03-31,-0.034796,0.023923,0.012308,0.003234,-0.024336,0.003234,0.113962
2017-04-30,-0.031617,0.022430,0.025424,0.003667,-0.024421,0.003667,-0.019111
2017-05-31,-0.025250,0.012515,0.069955,0.007658,-0.023970,0.007658,-0.101740
2017-06-30,-0.031485,-0.039323,0.015077,0.006980,-0.023470,0.006980,-0.140620
2017-07-31,-0.028644,0.008188,0.022037,0.006131,-0.022657,0.006131,-0.067271
2017-08-31,-0.033195,0.041029,0.027207,0.005084,-0.022237,0.005084,-0.064036
2017-09-30,-0.053087,-0.011526,-0.024060,0.004197,-0.021224,0.004197,0.045250
2017-10-31,-0.053392,-0.004476,-0.037252,0.003435,-0.020421,0.003435,0.093856
2017-11-30,-0.046392,0.031655,-0.081254,0.001239,-0.019386,0.001239,0.182791
2017-12-31,-0.029216,-0.042461,-0.050817,0.006270,-0.018021,0.006270,0.244976
2018-01-31,-0.028385,-0.058454,-0.066881,0.000767,-0.016894,0.000767,0.167333
2018-02-28,-0.027149,-0.056564,-0.053015,0.006630,-0.015863,0.006630,0.098970
2018-03-31,-0.024050,0.019658,0.031825,0.007921,-0.014999,0.007921,0.133689
2018-04-30,-0.023676,-0.040401,-0.079307,0.008741,-0.014413,0.008741,0.178805
2018-05-31,-0.022384,-0.023877,-0.068859,0.003998,-0.014434,0.003998,0.278805
2018-06-30,-0.024839,0.031241,-0.111356,0.003506,-0.014828,0.003506,0.261187
2018-07-31,-0.017214,0.049234,-0.063075,0.006544,-0.015392,0.006544,0.201443
2018-08-31,-0.004134,0.079044,-0.076433,0.008473,-0.015623,0.008473,0.194523
2018-09-30,0.008366,0.097182,-0.043226,0.012193,-0.015839,0.012193,0.153427
2018-10-31,0.009985,0.097734,0.041611,0.014107,-0.015568,0.014107,0.192106
2018-11-30,0.010036,0.085242,0.049067,0.018822,-0.015086,0.018822,0.132373
2018-12-31,0.012899,0.086755,0.084681,0.024886,-0.014218,0.024886,0.087103
2019-01-31,0.119591,0.027414,0.049783,0.030181,-0.013087,0.030181,0.224253
2019-02-28,0.062348,0.078336,0.033460,0.024984,-0.012302,0.024984,0.293195
2019-03-31,0.066313,0.073902,-0.047552,0.022382,-0.011820,0.022382,0.512897
2019-04-30,0.047252,0.043994,0.006471,0.021886,-0.011193,0.021886,0.521922
2019-05-31,0.044741,0.062003,0.035139,0.023022,-0.010378,0.023022,0.494638
2019-06-30,0.038701,0.088003,0.031424,0.022863,-0.009142,0.022863,0.460647
2019-07-31,0.040062,0.060579,0.017014,0.022927,-0.007992,0.026208,0.561351
2019-08-31,0.030682,0.058733,0.000785,0.021780,-0.007104,0.023789,0.549751
2019-09-30,0.015933,0.062438,-0.008736,0.022558,-0.006253,0.029899,0.644568
2019-10-31,0.029826,0.061040,0.023222,0.022772,-0.005583,0.037130,0.556237
2019-11-30,0.018438,0.037470,-0.008196,0.024514,-0.004755,0.028985,0.446182
2019-12-31,0.014653,0.046920,0.033211,0.021656,-0.004184,0.031375,0.459665
2020-01-31,0.048181,0.050976,0.053745,0.024604,-0.003805,0.039784,0.395570
2020-02-29,0.037099,0.037533,0.026661,0.027985,-0.001644,0.033753,0.102540
2020-03-31,0.042396,0.006010,0.046259,0.029828,-0.001644,0.023684,-0.441083
2020-04-30,0.004251,0.029176,0.084887,0.040205,0.000464,0.025721,-0.134415
2020-05-31,-0.043127,0.040215,0.007438,0.032594,0.002593,0.013083,-0.201220
2020-06-30,-0.072363,0.027264,0.020679,0.033869,0.004593,-0.000308,-0.218503
2020-07-31,-0.080507,0.046007,0.010351,0.030954,0.006439,0.003537,-0.169816
2020-08-31,-0.116500,0.045303,0.009453,0.032325,0.008677,-0.006532,-0.159343
2020-09-30,-0.126546,0.042405,0.058858,0.036230,0.010850,-0.007325,-0.596166
2020-10-31,-0.101686,0.013358,0.024043,0.037272,0.013385,-0.012421,-0.759188
2020-11-30,-0.117241,0.028025,0.036833,0.045543,0.015547,-0.007001,-0.355063
2020-12-31,-0.075890,0.024137,0.040330,0.039684,0.017256,0.001705,-0.272412
2021-01-31,-0.179112,0.029370,0.055048,0.034537,0.019005,-0.024919,-0.597089
2021-02-28,-0.251346,0.038887,0.065960,0.028616,0.020487,-0.040933,-0.363146
2021-03-31,-0.267436,-0.017123,0.036702,0.015819,0.020809,-0.071866,-0.438765
2021-04-30,-0.351652,-0.007484,-0.130317,0.003146,0.019005,-0.091862,-0.501624
2021-05-31,0.050519,-0.043157,-0.042709,0.022104,0.018408,-0.002675,-0.661107
2021-06-30,-0.091167,0.057471,-0.087531,0.021983,0.017557,0.008223,-0.356167
2021-07-31,0.040504,0.053569,-0.041046,0.030690,0.016645,0.044482,-0.645162
2021-08-31,0.126330,0.073937,-0.056605,0.038955,0.015928,0.081662,-0.804486
2021-09-30,0.034910,0.061509,-0.067686,0.036758,0.015257,0.046892,-0.479461
2021-10-31,0.169477,0.114118,0.016372,0.041256,0.012923,0.124421,-0.629963
2021-11-30,0.240517,0.098210,-0.036933,0.044475,0.009987,0.152945,-0.657533
2021-12-31,0.187528,0.114221,0.014073,0.045504,0.008604,0.138275,-0.664042
2022-01-31,0.160802,0.115697,-0.040037,0.044589,0.007544,0.130318,-0.390390
2022-02-28,0.100919,0.138102,0.004278,0.034883,0.005271,0.105019,-0.242581
2022-03-31,0.096795,0.143491,-0.079242,0.039183,0.003891,0.104763,-0.170321
2022-04-30,0.131844,0.117679,0.003571,0.037205,0.002239,0.118415,-0.140531
2022-05-31,0.181924,0.149490,0.024697,0.041211,0.000366,0.158352,0.065934
2022-06-30,0.295045,0.166551,0.020790,0.040981,-0.002084,0.232563,-0.129896
2022-07-31,0.014184,0.090599,-0.024439,0.029082,-0.003390,0.035311,-0.131688
2022-08-31,0.033284,0.115378,0.033900,0.012558,-0.005750,0.052824,-0.064906
2022-09-30,0.108977,0.115870,-0.020332,0.010356,-0.008675,0.089075,-0.221684
2022-10-31,-0.132420,0.101011,-0.036559,-0.000820,-0.010394,-0.057387,-0.028508
2022-11-30,-0.131215,0.113033,-0.077506,-0.011535,-0.012647,-0.060187,-0.002686
2022-12-31,-0.043222,0.101795,-0.074988,-0.017709,-0.014983,-0.026022,0.026968
2023-01-31,-0.139035,-0.010366,-0.180183,-0.018861,-0.017326,-0.134231,0.108660
2023-02-28,-0.061461,0.065798,-0.065895,-0.023217,-0.018668,-0.052804,0.090737
2023-03-31,-0.080509,0.000611,-0.064842,-0.024567,-0.019471,-0.070724,-0.019059
2023-04-30,-0.056015,-0.015366,-0.072666,-0.015761,-0.020010,-0.064407,-0.068075
2023-05-31,-0.068688,0.006887,-0.082324,-0.014996,-0.020438,-0.075826,-0.116021
2023-06-30,-0.030991,-0.026143,-0.103704,-0.009036,-0.020132,-0.077591,-0.044691
2023-07-31,0.024842,0.023661,-0.089008,-0.009401,-0.020520,-0.051143,0.032266
2023-08-31,-0.005560,0.001333,-0.040928,-0.013129,-0.020911,-0.029521,0.138278
2023-09-30,0.005039,0.024983,-0.056454,-0.013321,-0.021066,-0.040678,0.210532
2023-10-31,0.025058,0.028288,-0.026408,-0.014549,-0.021767,-0.014162,0.122273
2023-11-30,0.096708,0.043670,-0.009871,-0.008365,-0.021791,0.013660,-0.027947
2023-12-31,0.113819,0.022602,-0.051947,-0.005009,-0.021724,-0.015896,-0.030848
2024-01-31,0.146591,0.033481,-0.044230,-0.002488,-0.021556,-0.009301,-0.022713
2024-02-29,0.171554,0.054383,0.088208,0.002322,-0.020723,0.097582,-0.046744
2024-03-31,0.163575,0.064103,0.097548,0.001996,-0.020723,0.100092,-0.018062
2024-04-30,0.131220,0.053078,0.074349,-0.001950,-0.020717,0.074349,0.128079
2024-05-31,0.071295,0.013946,-0.050162,-0.011915,-0.020879,-0.050162,0.034389
2024-06-30,0.050372,-0.059775,-0.037998,-0.014803,-0.021202,-0.037998,-0.020601
2024-07-31,0.007236,-0.040995,-0.007014,-0.010925,-0.021282,-0.007014,-0.079980
2024-08-31,0.056683,0.006859,0.054293,-0.003376,-0.021101,0.054293,-0.133805
2024-09-30,0.044187,0.035924,0.057294,-0.004284,-0.020564,0.057294,-0.131664
2024-10-31,0.056848,0.035675,0.129623,-0.003301,-0.019789,0.129623,-0.028194
2024-11-30,0.008725,0.005677,0.131767,-0.002556,-0.019314,0.131767,0.110251
2024-12-31,0.027470,0.040541,0.070894,-0.007296,-0.019342,0.070894,0.066274
2025-01-31,0.049262,0.039979,0.000356,-0.009332,-0.019381,0.000356,-0.131790
2025-02-28,0.054111,0.062849,-0.035726,-0.009015,-0.019392,-0.035726,-0.175469
2025-03-31,0.030668,0.057131,0.033498,-0.012594,-0.019482,0.033498,-0.331150
2025-04-30,0.038918,0.036992,0.012178,-0.010308,-0.019477,0.012178,-0.471734
2025-05-31,0.023384,0.055372,0.098528,-0.002724,-0.018994,0.098528,-0.278191
2025-06-30,0.036552,0.113813,0.059519,-0.006419,-0.018819,0.059519,-0.192107
2025-07-31,0.011437,0.073085,0.044267,-0.010839,-0.018825,0.044267,
2025-08-31,-0.030522,0.009599,-0.013623,-0.011984,-0.019023,-0.013623,
2025-09-30,0.022368,0.052565,-0.042091,-0.012588,-0.019395,-0.042091,
2025-10-31,0.030610,0.017960,-0.045662,-0.012930,-0.019757,-0.045662,
2025-11-30,0.002484,0.067919,-0.034684,-0.014304,-0.019784,-0.034684,
2025-12-31,-0.022551,0.048365,0.044008,-0.014409,-0.019367,0.044008,
2026-01-31,-0.036906,0.037994,0.044707,-0.015180,-0.019094,0.044707,
2026-02-28,-0.080502,-0.039807,0.029711,-0.021799,-0.019453,0.029711,
2026-03-31,-0.081417,0.003886,-0.050331,-0.022514,-0.019948,-0.050331,
2026-04-30,-0.102759,-0.032855,0.071178,-0.029761,-0.020933,0.071178,
2026-05-31,-0.085355,-0.075157,-0.021248,-0.032886,-0.022355,-0.021248,
2026-06-30,-0.112822,-0.085873,-0.019955,-0.037108,-0.023159,-0.019955,
