date,ens_1m,real_1m,ens_3m,real_3m,ens_6m,real_6m,ens_12m,real_12m
1963-07-31,-0.000063,0.048749,0.007068,0.070592,0.010163,0.114422,0.033252,0.203240
1963-08-31,0.000622,-0.011035,0.004990,0.010069,0.013319,0.073103,0.035367,0.128690
1963-09-30,0.000068,0.032218,0.006536,0.046304,0.008065,0.101534,0.032957,0.174059
1963-10-31,-0.000128,-0.010539,0.008876,0.040940,0.009890,0.073639,0.036374,0.146602
1963-11-30,0.003705,0.024443,0.014111,0.062406,0.010477,0.097501,0.039182,0.152806
1963-12-31,-0.000331,0.026926,0.003785,0.052786,0.010035,0.088910,0.041911,0.129699
1964-01-31,0.003863,0.009865,0.011295,0.031412,0.009528,0.079699,0.042325,0.136552
1964-02-29,0.004814,0.015167,0.012041,0.033033,0.009744,0.051799,0.041490,0.123779
1964-03-31,0.003866,0.006077,0.010906,0.034312,0.011254,0.065839,0.041903,0.090909
1964-04-30,0.006800,0.011452,0.014492,0.046816,0.010867,0.067959,0.042635,0.121445
1964-05-31,0.003232,0.016424,0.009976,0.018166,0.010849,0.050392,0.042620,0.100162
1964-06-30,0.001621,0.018240,0.006843,0.030481,0.010168,0.037459,0.043872,0.029747
1964-07-31,0.001198,-0.016230,0.009212,0.020197,0.014130,0.052657,0.053433,0.024886
1964-08-31,0.001265,0.028718,0.010455,0.031651,0.015047,0.068435,0.051540,0.065257
1964-09-30,0.000497,0.008078,0.005632,0.006771,0.013846,0.023521,0.054440,0.068662
1964-10-31,0.000925,-0.005185,0.005743,0.031817,0.014469,0.050082,0.054490,0.089088
1964-11-30,0.001139,0.003909,0.004450,0.035655,0.013500,0.047382,0.054928,0.085169
1964-12-31,0.000769,0.033156,0.001776,0.016637,0.014147,-0.007434,0.057036,0.090619
1965-01-31,0.000843,-0.001485,0.002214,0.017702,0.015138,-0.026382,0.063921,0.060758
1965-02-28,0.000850,-0.014526,0.003710,0.011323,0.014696,-0.002974,0.060501,0.043349
1965-03-31,0.000709,0.034239,0.002688,-0.023677,0.015497,0.044104,0.065897,0.035631
1965-04-30,0.000857,-0.007743,0.003637,-0.043317,0.016248,0.037145,0.062318,0.021883
1965-05-31,0.000888,-0.048631,0.004114,-0.014137,0.016509,0.036078,0.062391,-0.025899
1965-06-30,0.000140,0.013433,0.002363,0.069425,0.014940,0.098787,0.059165,0.007370
1965-07-31,0.002333,0.022522,0.004759,0.084106,0.018206,0.089501,0.054240,-0.019355
1965-08-31,0.002369,0.032006,0.005744,0.050935,0.020738,0.046461,0.057646,-0.115521
1965-09-30,0.002201,0.027345,0.004867,0.027457,0.018276,-0.008115,0.055539,-0.148955
1965-10-31,0.002385,-0.008764,0.003999,0.004977,0.017911,-0.014715,0.050917,-0.132222
1965-11-30,0.001967,0.008951,0.005890,-0.004257,0.017798,-0.059819,0.050683,-0.121821
1965-12-31,0.001767,0.004869,0.006941,-0.034621,0.018584,-0.083198,0.061098,-0.130910
1966-01-31,0.002236,-0.017872,0.016047,-0.019595,0.032882,-0.099914,0.066582,-0.067506
1966-02-28,0.003796,-0.021815,0.019893,-0.055799,0.037727,-0.154791,0.072629,-0.048674
1966-03-31,0.007689,0.020509,0.021956,-0.050319,0.036208,-0.141993,0.069576,0.010871
1966-04-30,0.001350,-0.054140,0.012729,-0.081924,0.029622,-0.119262,0.072159,0.032396
1966-05-31,0.003891,-0.016138,0.016792,-0.104842,0.033464,-0.065947,0.073132,0.034251
1966-06-30,0.002484,-0.013453,0.011697,-0.096531,0.029898,-0.052041,0.077099,0.069625
