Date,mean,enet,rf,knn,rsz,ensemble,realized
2020-01-31,0.041713,0.041713,0.026847,0.057359,0.044347,0.057359,0.074152
2020-02-29,0.041713,0.041713,0.038686,0.020394,0.044803,0.020394,0.179638
2020-03-31,0.041713,0.041713,0.042760,0.038274,0.046454,0.038274,0.200588
2020-04-30,0.041713,0.041713,0.038348,0.036074,0.048449,0.036074,0.027741
2020-05-31,0.041713,0.041713,0.033771,0.055392,0.048049,0.055392,0.074100
2020-06-30,0.041713,0.041713,0.034193,0.046751,0.047261,0.046751,0.142806
2020-07-31,0.041713,0.041713,0.038336,0.027475,0.049183,0.027475,0.098868
2020-08-31,0.041713,0.041713,0.029105,-0.003265,0.047304,-0.003265,0.048623
2020-09-30,0.041713,0.041713,0.025459,-0.015441,0.047337,-0.015441,0.115171
2020-10-31,0.041713,0.041713,0.031984,0.025812,0.047565,0.025812,0.202568
2020-11-30,0.041713,0.041713,0.030584,0.002397,0.048946,0.002397,0.134868
2020-12-31,0.041713,0.041713,0.026869,0.007730,0.046881,0.007730,0.118480
2021-01-31,0.041713,0.041713,0.022711,0.000047,0.047890,0.000047,0.157317
2021-02-28,0.041713,0.041713,0.020519,0.010678,0.047158,0.010678,0.209562
2021-03-31,0.041713,0.041713,0.034042,0.049713,0.047961,0.049713,0.098570
2021-04-30,0.041713,0.041713,0.026776,0.037953,0.041994,0.037953,0.111148
2021-05-31,0.041713,0.041713,0.024857,0.038827,0.040196,0.038827,0.057404
2021-06-30,0.041713,0.041713,0.033447,0.032935,0.040136,0.032935,0.126874
2021-07-31,0.041713,0.041713,0.028301,0.052464,0.037977,0.052464,0.000367
2021-08-31,0.041713,0.041713,0.032773,0.076197,0.040028,0.076197,-0.031735
2021-09-30,0.041713,0.041713,0.033604,0.053900,0.040413,0.053900,0.083625
2021-10-31,0.041713,0.041713,0.036378,0.071007,0.039453,0.071007,-0.019588
2021-11-30,0.041713,0.041713,0.036300,0.063449,0.036355,0.063449,0.026379
2021-12-31,0.041713,0.041713,0.030667,0.050780,0.037166,0.050780,-0.083092
2022-01-31,0.041713,0.041713,0.028705,0.049978,0.037797,0.049978,0.016335
2022-02-28,0.041713,0.041713,0.024598,0.013087,0.037367,0.013087,-0.032953
2022-03-31,0.041713,0.041713,0.024307,0.033199,0.036681,0.033199,-0.108650
2022-04-30,0.041713,0.041713,0.010433,0.024656,0.033888,0.024656,0.027261
2022-05-31,0.041713,0.041713,0.015166,0.005879,0.034355,0.005879,0.059997
2022-06-30,0.041713,0.041713,0.023939,0.028833,0.033864,0.028833,0.067945
2022-07-31,0.041713,0.041713,0.014032,0.005628,0.033324,0.005628,0.015432
2022-08-31,0.041713,0.041713,0.009177,0.006391,0.035128,0.006391,0.027596
2022-09-30,0.041713,0.041713,0.013262,0.006863,0.036172,0.006863,0.077535
2022-10-31,0.041713,0.041713,0.016230,-0.003149,0.037634,-0.003149,0.013959
2022-11-30,0.041713,0.041713,0.031689,0.016502,0.038213,0.016502,-0.073103
2022-12-31,0.041713,0.041713,0.007792,-0.004242,0.038692,-0.004242,-0.015118
2023-01-31,0.041713,0.041713,0.012916,0.025994,0.040060,0.025994,0.014004
2023-02-28,0.041713,0.041713,0.029580,-0.007479,0.041853,-0.007479,0.055910
2023-03-31,0.041713,0.041713,0.025294,0.013426,0.042008,0.013426,0.002628
2023-04-30,0.041713,0.041713,0.022069,-0.010947,0.043955,-0.010947,-0.059645
2023-05-31,0.041713,0.041713,0.013446,-0.024421,0.042677,-0.024421,0.035683
2023-06-30,0.041713,0.041713,0.013875,-0.011796,0.044970,-0.011796,0.036333
2023-07-31,0.041713,0.041713,0.011247,-0.005773,0.045218,-0.005773,0.055437
2023-08-31,0.041713,0.041713,0.011843,0.002004,0.045096,0.002004,0.096503
2023-09-30,0.041713,0.041713,0.008003,0.018978,0.042924,0.018978,0.156807
2023-10-31,0.041713,0.041713,0.011226,0.017548,0.042414,0.017548,0.135918
2023-11-30,0.041713,0.041713,0.010648,0.031616,0.043268,0.031616,0.103226
2023-12-31,0.041713,0.041713,0.014225,-0.005704,0.043429,-0.005704,0.076767
2024-01-31,0.041713,0.041713,0.011526,0.002022,0.042951,0.002022,0.073933
2024-02-29,0.041713,0.041713,0.013565,0.003508,0.044097,0.003508,0.093674
2024-03-31,0.041713,0.041713,0.019163,0.006112,0.043420,0.006112,0.050567
2024-04-30,0.041713,0.041713,0.025129,0.001282,0.043977,0.001282,0.054624
2024-05-31,0.041713,0.041713,0.017174,0.020441,0.044661,0.020441,0.033678
2024-06-30,0.041713,0.041713,-0.001309,0.014789,0.041153,0.014789,-0.048314
