date,prob_oos
1970-01-31,0.1828353710988599
1970-02-28,0.2837359116708038
1970-03-31,0.08572131150079343
1970-04-30,0.12314522503940654
1970-05-31,0.33556715170178586
1970-06-30,0.26721350415771944
1970-07-31,0.18135818560289635
1970-08-31,0.07584832297152085
1970-09-30,0.04799389812165692
1970-10-31,0.016089871575887777
1970-11-30,0.029469197659128404
1970-12-31,0.006010536371870152
1971-01-31,0.0025085812395789966
1971-02-28,0.001534283362409202
1971-03-31,0.004826848267194888
1971-04-30,0.0024064065590298804
1971-05-31,0.0021870829780482205
1971-06-30,0.004077217524710407
1971-07-31,0.006914668965604782
1971-08-31,0.013531201479994003
1971-09-30,0.004955294187271389
1971-10-31,0.005640466194647825
1971-11-30,0.004896720548394499
1971-12-31,0.009031006196906485
1972-01-31,0.006628020001625615
1972-02-29,0.015352505484592917
1972-03-31,0.014015091738787722
1972-04-30,0.03189364683626327
1972-05-31,0.020171795375838658
1972-06-30,0.010998365505678964
1972-07-31,0.009999468110036328
1972-08-31,0.007524932107027094
1972-09-30,0.022235418139815263
1972-10-31,0.033045707396343854
1972-11-30,0.030276536579657454
1972-12-31,0.043947435739178115
1973-01-31,0.07079886805292585
1973-02-28,0.09357763876380358
1973-03-31,0.10901119319447639
1973-04-30,0.09717636500878969
1973-05-31,0.09343586723870421
1973-06-30,0.1431575256110349
1973-07-31,0.15378263097194053
1973-08-31,0.24974704131603517
1973-09-30,0.22727689636283024
1973-10-31,0.13774405007830598
1973-11-30,0.16343059237306418
1973-12-31,0.28389892210174555
1974-01-31,0.31074784801396377
1974-02-28,0.3531191604571513
1974-03-31,0.3732418691191883
1974-04-30,0.5023485137549111
1974-05-31,0.6002959039793003
1974-06-30,0.5564968616270328
1974-07-31,0.5961245598993457
1974-08-31,0.6196008946386701
1974-09-30,0.6920373507365064
1974-10-31,0.7650161319244357
1974-11-30,0.6213728848364021
1974-12-31,0.572189423732367
1975-01-31,0.42559746620668276
1975-02-28,0.3219269838128257
1975-03-31,0.23785778845822775
1975-04-30,0.2160401182098061
1975-05-31,0.18520557964521916
1975-06-30,0.1317630992184726
1975-07-31,0.09828955860868026
1975-08-31,0.14056024661634287
1975-09-30,0.11691242524382887
1975-10-31,0.1822177427303066
1975-11-30,0.10677227432393709
1975-12-31,0.14006006960556378
1976-01-31,0.12488441824056869
1976-02-29,0.07848045066068926
1976-03-31,0.08453826731568723
1976-04-30,0.04163443828344548
1976-05-31,0.03414999472909999
1976-06-30,0.06378038788431074
1976-07-31,0.0548311833018412
1976-08-31,0.046312953459482005
1976-09-30,0.04209351844002027
1976-10-31,0.028087539771124898
1976-11-30,0.047241179727770734
1976-12-31,0.024736880870606593
1977-01-31,0.02448715209143094
1977-02-28,0.05223554071002232
1977-03-31,0.0647357153384775
1977-04-30,0.07615736401210799
1977-05-31,0.07910424035846292
1977-06-30,0.05765241280280413
1977-07-31,0.04455856102462262
1977-08-31,0.0566232199182144
1977-09-30,0.0597786557526186
1977-10-31,0.07171392173135231
1977-11-30,0.10408956868433687
1977-12-31,0.1281931486690382
1978-01-31,0.1754632752786551
1978-02-28,0.14388580003586415
1978-03-31,0.14479403035727473
1978-04-30,0.1450701099815039
1978-05-31,0.10991580678376225
1978-06-30,0.13925677789967336
1978-07-31,0.2057272853508108
1978-08-31,0.1360688296930355
1978-09-30,0.12856709124733615
1978-10-31,0.14646546891196321
1978-11-30,0.24515889564326254
1978-12-31,0.21433745538701288
1979-01-31,0.21721069537500243
1979-02-28,0.15449223446803112
1979-03-31,0.2026271076414721
1979-04-30,0.15054274290819938
1979-05-31,0.1755046785360799
1979-06-30,0.14014572357531238
1979-07-31,0.08418789154948843
1979-08-31,0.10068935945267954
1979-09-30,0.12459678892155732
1979-10-31,0.13810723667617186
1979-11-30,0.2958172143790105
1979-12-31,0.22076130159328672
1980-01-31,0.18604466175775017
1980-02-29,0.2711457347431009
1980-03-31,0.4971268683920192
1980-04-30,0.5550215765674258
1980-05-31,0.20675348262292362
1980-06-30,0.14239604814944304
1980-07-31,0.12475365008385651
1980-08-31,0.09418405968044885
1980-09-30,0.12720196360649536
1980-10-31,0.1187136441233846
1980-11-30,0.0936100297095597
1980-12-31,0.06555443042696789
1981-01-31,0.08267518919879698
1981-02-28,0.09826682318167167
1981-03-31,0.061702379934884484
1981-04-30,0.055842832356137635
1981-05-31,0.17561659881429698
1981-06-30,0.14469938616314504
