Date,enet,rf,knn,rsz,mean,ensemble,realized
2008-01-31,0.131116,-0.043289,-0.036182,-0.047438,-0.062060,-0.047438,-0.118116
2008-02-29,0.086554,-0.055118,-0.054232,-0.048019,-0.061509,-0.048019,0.016302
2008-03-31,0.162891,-0.015241,-0.045919,-0.045278,-0.062622,-0.045278,0.113241
2008-04-30,0.162891,-0.008621,-0.050999,-0.039885,-0.062622,-0.039885,0.220347
2008-05-31,0.162891,-0.005522,-0.017692,-0.050574,-0.065912,-0.050574,0.195899
2008-06-30,0.162891,-0.001893,-0.024067,-0.051569,-0.065912,-0.051569,0.333032
2008-07-31,0.002441,-0.008658,-0.063799,-0.054079,-0.067575,-0.054079,0.193770
2008-08-31,0.068631,-0.007717,-0.054868,-0.041973,-0.067275,-0.041973,0.156596
2008-09-30,0.100606,-0.005762,0.018841,-0.028573,-0.067275,-0.028573,0.137873
2008-10-31,0.142752,0.001968,0.054824,-0.002613,-0.063132,-0.002613,0.020349
2008-11-30,0.152550,0.003486,0.028844,0.023446,-0.063132,0.023446,0.010812
2008-12-31,0.161162,0.016001,0.026138,0.043498,-0.057435,0.043498,-0.014082
2009-01-31,0.217954,0.043478,0.083986,0.057550,-0.057435,0.057550,-0.015458
2009-02-28,0.217954,0.041385,0.082044,0.055779,-0.055269,0.055779,0.002562
2009-03-31,0.217954,0.035979,0.069054,0.060718,-0.051837,0.060718,-0.086655
2009-04-30,0.217954,0.039795,0.070512,0.065358,-0.051837,0.065358,-0.046575
2009-05-31,0.217954,0.039993,0.058756,0.043532,-0.050713,0.043532,0.088998
2009-06-30,0.217954,0.039195,0.044854,0.031189,-0.050713,0.031189,-0.005565
2009-07-31,0.187262,0.053367,0.043400,0.015036,-0.050411,0.015036,0.046197
2009-08-31,0.158643,0.052558,0.037580,-0.008755,-0.049696,-0.008755,0.000046
2009-09-30,0.149223,0.052394,0.037123,-0.011642,-0.049696,-0.011642,0.054319
2009-10-31,0.129255,0.042675,0.026964,-0.033952,-0.049967,-0.033952,0.015823
2009-11-30,0.146677,0.035865,0.018550,-0.030178,-0.049967,-0.030178,0.007351
2009-12-31,0.113471,0.026540,0.035945,-0.032169,-0.048523,-0.032169,0.036830
2010-01-31,-0.048523,-0.011014,-0.094665,-0.037429,-0.048523,-0.037429,-0.074791
2010-02-28,-0.048523,-0.040358,-0.073660,-0.039915,-0.047783,-0.039915,-0.016908
2010-03-31,-0.048523,-0.052681,-0.070598,-0.040728,-0.046629,-0.040728,-0.024877
2010-04-30,-0.048523,-0.058540,-0.101290,-0.043012,-0.046629,-0.043012,0.021847
2010-05-31,-0.048523,-0.051334,-0.080640,-0.040378,-0.045747,-0.040378,-0.133700
2010-06-30,-0.048523,-0.093381,-0.119884,-0.041864,-0.045747,-0.090372,-0.257658
2010-07-31,-0.045126,-0.061035,-0.065329,-0.039726,-0.045126,-0.058000,-0.250634
2010-08-31,-0.045126,-0.053978,-0.093831,-0.039593,-0.045137,-0.061826,-0.373218
2010-09-30,-0.045126,-0.072487,-0.088045,-0.040951,-0.045137,-0.070306,-0.337185
2010-10-31,-0.045126,-0.077804,-0.087039,-0.037636,-0.044500,-0.071769,-0.227562
2010-11-30,-0.045126,-0.080005,-0.076172,-0.037352,-0.044500,-0.070380,-0.034675
2010-12-31,-0.045126,-0.080407,-0.123807,-0.043708,-0.046676,-0.086372,0.026797
2011-01-31,-0.064888,-0.083419,-0.123607,-0.045099,-0.046676,-0.088897,0.034732
2011-02-28,-0.066708,-0.092518,-0.129132,-0.048179,-0.048132,-0.098160,0.151911
2011-03-31,-0.075876,-0.104602,-0.141089,-0.058439,-0.052457,-0.111350,0.228943
2011-04-30,-0.069660,-0.095728,-0.159757,-0.056305,-0.052457,-0.114368,0.089366
2011-05-31,-0.069246,-0.101395,-0.129243,-0.056337,-0.053550,-0.105866,0.021836
2011-06-30,-0.059308,-0.085256,-0.092856,-0.052026,-0.053550,-0.083438,0.062172
2011-07-31,-0.072698,-0.101998,-0.119467,-0.052679,-0.052996,-0.100802,0.128592
