date,mean,enet,knn,rf,mlp,realized
1966-10-31,0.015544,0.015544,-0.012700,0.004313,-0.044074,0.079925
1966-11-30,0.015544,0.015544,-0.012324,0.003937,-0.007530,0.078682
1966-12-31,0.015684,0.015544,-0.011766,0.003094,0.052257,0.122868
1967-01-31,0.015829,0.015829,0.017496,0.007872,-0.051003,0.085440
1967-02-28,0.015829,0.015829,0.021887,0.017986,-0.017958,0.026504
1967-03-31,0.016212,0.015829,0.025852,0.030185,0.016547,0.004878
1967-04-30,0.016212,0.016212,0.024458,0.020212,0.054951,0.007871
1967-05-31,0.016390,0.016212,0.025252,0.013408,0.112417,0.051190
1967-06-30,0.016390,0.016212,0.016856,0.008963,0.124006,0.066968
1967-07-31,0.016345,0.016345,0.007184,0.007059,0.176454,-0.015303
1967-08-31,0.016423,0.016345,0.025795,0.010628,0.243867,0.003845
1967-09-30,0.016535,0.016345,0.027317,0.012278,0.150449,-0.002482
1967-10-31,0.016465,0.016465,0.014061,0.011504,0.278074,-0.011361
1967-11-30,0.016465,0.016465,-0.005772,0.004930,0.294426,-0.049362
1967-12-31,0.016395,0.016465,-0.007974,0.008041,0.234895,-0.064994
1968-01-31,0.016334,0.016334,-0.005017,0.005826,0.221530,0.056592
1968-02-29,0.016334,0.016334,-0.004122,0.002504,0.180834,0.104297
1968-03-31,0.016011,0.016334,-0.009756,0.010549,0.126645,0.103991
1968-04-30,0.016011,0.016011,-0.009149,0.011996,0.121242,0.002873
1968-05-31,0.016293,0.016011,-0.002018,0.003586,0.211956,0.001824
1968-06-30,0.016293,0.016011,-0.003877,0.004919,0.247161,0.031030
1968-07-31,0.016454,0.016454,0.007145,0.007443,0.247567,0.058011
1968-08-31,0.016422,0.016454,0.010018,0.002579,0.170893,0.096197
1968-09-30,0.016454,0.016454,0.011507,0.007037,0.108605,0.011591
1968-10-31,0.016544,0.016544,0.008308,0.007666,0.168118,-0.003868
1968-11-30,0.016544,0.016544,0.015944,0.007393,0.159635,-0.094491
1968-12-31,0.016704,0.016544,0.021886,0.008133,0.218942,-0.022627
1969-01-31,0.016660,0.016660,0.010350,0.003914,0.266998,0.006601
1969-02-28,0.016660,0.016660,0.001964,0.009751,0.159536,0.054316
1969-03-31,0.016339,0.016660,-0.002412,0.012568,0.127435,-0.037435
1969-04-30,0.016339,0.016339,0.004830,0.011873,0.093910,-0.114379
1969-05-31,0.016399,0.016339,0.008435,0.011838,0.114475,-0.076841
1969-06-30,0.016399,0.016339,-0.002535,0.008783,0.156839,-0.046976
1969-07-31,0.016008,0.016008,0.000891,0.005833,0.000905,0.057606
1969-08-31,0.015811,0.016008,0.001038,0.046061,0.001844,-0.017799
1969-09-30,0.015679,0.016008,-0.005527,0.042893,0.003015,-0.011383
1969-10-31,0.015767,0.015767,-0.008473,0.043348,0.006527,-0.124588
1969-11-30,0.015767,0.015767,-0.005934,0.046866,0.002547,-0.045944
1969-12-31,0.015640,0.015767,-0.005309,0.044371,0.003428,-0.026396
1970-01-31,0.015347,0.015347,-0.006376,0.032869,0.047496,-0.041167
1970-02-28,0.015347,0.015347,0.005113,0.036205,0.049396,-0.144693
1970-03-31,0.015132,0.015347,0.005711,0.033385,0.010506,-0.188664
1970-04-30,0.015132,0.015132,0.010516,0.037097,0.010183,-0.042566
1970-05-31,0.014684,0.015132,0.004153,0.035448,0.020878,0.064925
1970-06-30,0.014684,0.015132,0.008371,0.032707,0.000208,0.159241
1970-07-31,0.014145,0.014145,0.008723,0.018062,-0.005459,0.066624
1970-08-31,0.014250,0.014145,0.002587,0.011478,0.016188,0.069676
1970-09-30,0.014548,0.014145,0.007036,0.009506,0.014452,0.093120
1970-10-31,0.014655,0.014655,0.021234,0.016824,-0.009476,0.151712
1970-11-30,0.014655,0.014655,0.010516,0.007278,0.012581,0.109518
1970-12-31,0.014928,0.014655,0.042798,0.053744,-0.014387,0.088551
1971-01-31,0.015207,0.015207,0.061872,0.067479,0.012882,0.084168
1971-02-28,0.015207,0.015207,0.063965,0.063712,0.000052,0.029767
1971-03-31,0.015548,0.015207,0.070915,0.067622,0.023104,-0.016050
1971-04-30,0.015548,0.015548,0.066291,0.061598,0.007495,-0.080519
1971-05-31,0.015716,0.015548,0.078013,0.056226,0.000492,-0.006022
1971-06-30,0.015716,0.015548,0.073756,0.057594,0.012251,-0.003647
1971-07-31,0.015458,0.015458,0.067483,0.052943,0.025693,-0.014124
1971-08-31,0.015414,0.015458,0.031663,0.047121,0.020549,-0.050894
1971-09-30,0.015376,0.015458,0.049456,0.048110,0.024705,0.038133
1971-10-31,0.015317,0.015317,0.042512,0.045353,0.016418,0.103046
1971-11-30,0.015317,0.015317,0.039075,0.048852,0.020357,0.133844
1971-12-31,0.015230,0.015317,0.025205,0.053172,0.029112,0.050054
1972-01-31,0.015405,0.015405,0.030686,0.039222,0.002820,0.035886
1972-02-29,0.015405,0.015405,0.001466,0.021235,0.001368,0.027775
1972-03-31,0.015709,0.015405,0.007641,0.017379,-0.000288,-0.000560
1972-04-30,0.015709,0.015709,0.006072,0.008182,-0.005318,-0.002601
1972-05-31,0.015773,0.015709,0.018810,0.011310,-0.004858,0.014243
1972-06-30,0.015773,0.015709,0.027616,0.038828,-0.003170,0.031828
1972-07-31,0.015704,0.015704,0.037491,0.036587,-0.021012,0.039017
1972-08-31,0.015702,0.015704,0.037553,0.037058,-0.030726,0.050230
1972-09-30,0.015733,0.015704,0.018748,0.012623,-0.020864,0.067843
1972-10-31,0.015779,0.015779,0.010615,0.010679,-0.023592,0.039882
1972-11-30,0.015779,0.015779,0.012465,0.012465,-0.023980,-0.042770
1972-12-31,0.015947,0.015779,0.005032,0.015121,-0.027643,-0.055316
1973-01-31,0.015994,0.015994,0.005956,0.015983,-0.022940,-0.078083
1973-02-28,0.015994,0.015994,0.008245,0.010315,-0.019470,-0.060261
1973-03-31,0.015742,0.015994,0.007062,0.010084,-0.007760,-0.065100
1973-04-30,0.015742,0.015742,0.003843,0.007563,-0.006192,0.011686
1973-05-31,0.015414,0.015742,0.001340,0.013362,-0.006440,-0.006670
1973-06-30,0.015414,0.015742,0.002979,0.022419,-0.002839,0.039996
1973-07-31,0.015252,0.015252,0.006392,0.018546,-0.100826,0.000647
1973-08-31,0.015210,0.015252,0.002686,0.017268,-0.162926,-0.079520
1973-09-30,0.015257,0.015252,0.012038,0.020748,-0.194879,-0.100341
1973-10-31,0.015230,0.015230,0.008283,0.023021,-0.202943,-0.108228
1973-11-30,0.015230,0.015230,0.008758,0.021908,-0.144554,0.002709
1973-12-31,0.014829,0.015230,0.013054,0.031556,-0.167872,-0.036597
1974-01-31,0.014595,0.014595,0.002625,0.021640,-0.020337,-0.064823
1974-02-28,0.014595,0.014595,0.001663,0.021416,-0.018225,-0.092912
1974-03-31,0.014476,0.014595,0.002932,0.021060,-0.004432,-0.084912
1974-04-30,0.014476,0.014476,-0.001569,0.021762,-0.006539,-0.121803
1974-05-31,0.014123,0.014476,-0.003842,0.022333,-0.007383,-0.173350
1974-06-30,0.014123,0.014476,-0.001644,0.024154,0.007208,-0.261163
1974-07-31,0.013682,0.013682,-0.004139,0.000611,0.013078,-0.068213
1974-08-31,0.013331,0.013682,-0.003665,0.002737,0.041524,-0.030215
1974-09-30,0.012817,0.013682,-0.014217,0.012998,-0.000043,0.079005
1974-10-31,0.012665,0.012665,-0.013176,0.021761,0.033281,0.041678
1974-11-30,0.012665,0.012665,-0.005811,0.024715,0.044517,0.166071
1974-12-31,0.012709,0.012665,-0.002135,0.032438,0.116339,0.215869
1975-01-31,0.012763,0.012763,0.015202,0.017624,0.054138,0.134061
1975-02-28,0.012763,0.012763,0.027661,0.036225,0.104168,0.117171
1975-03-31,0.013423,0.012763,0.056464,0.031825,0.117095,0.141915
1975-04-30,0.013423,0.013423,0.069908,0.023708,0.153025,0.016609
1975-05-31,0.013837,0.013423,0.070364,0.026942,0.185130,-0.046846
1975-06-30,0.013837,0.013423,0.055693,0.020837,0.174659,-0.118920
1975-07-31,0.014077,0.019385,0.055500,0.034149,0.047123,0.003268
1975-08-31,0.013966,0.019619,0.029632,0.032022,0.040927,0.050184
1975-09-30,0.013722,0.021523,0.019177,0.043152,0.049303,0.075355
1975-10-31,0.013703,0.013703,0.025493,0.048007,0.050186,0.132749
1975-11-30,0.013703,0.013703,0.021980,0.049550,0.033512,0.092832
1975-12-31,0.013882,0.013703,0.041760,0.050654,0.024324,0.139483
1976-01-31,0.014098,0.014098,0.044472,0.021673,0.014053,0.007733
1976-02-29,0.014098,0.014098,0.025374,0.021892,0.016673,0.004714
1976-03-31,0.014468,0.014098,0.035515,0.019945,0.014487,0.014693
1976-04-30,0.014468,0.014468,0.028668,0.047361,0.021306,0.017710
1976-05-31,0.014438,0.014468,0.035632,0.047391,0.024767,0.027251
1976-06-30,0.014438,0.014468,0.028984,0.024009,0.018966,0.009206
1976-07-31,0.014444,0.018505,0.028403,0.020877,0.021434,-0.005220
1976-08-31,0.014467,0.018103,0.022428,0.046289,0.024019,-0.007871
1976-09-30,0.014458,0.018402,0.019413,0.043781,0.026706,0.021095
1976-10-31,0.014423,0.017961,0.016317,0.042119,0.030662,-0.008455
1976-11-30,0.014423,0.018836,0.015411,0.042344,0.026872,-0.022331
1976-12-31,0.014395,0.019029,0.022098,0.038138,0.034622,-0.084124
1977-01-31,0.014354,0.018248,0.026464,0.034693,0.032844,-0.035186
1977-02-28,0.014354,0.018554,0.020413,0.034474,0.027501,-0.037067
1977-03-31,0.014114,0.019407,0.020405,0.033270,0.028349,0.020931
1977-04-30,0.014114,0.019363,0.016955,0.018670,0.027453,0.004165
1977-05-31,0.013937,0.019928,0.014472,0.020841,0.027581,0.006762
1977-06-30,0.013937,0.020124,0.012837,0.035378,0.033476,-0.039311
1977-07-31,0.013932,0.019903,0.012253,0.025680,0.022846,-0.065857
1977-08-31,0.013919,0.019818,0.015365,0.026217,0.020406,-0.020047
1977-09-30,0.013826,0.020507,0.008121,0.027874,0.019874,-0.014814
1977-10-31,0.013687,0.020622,0.001537,0.019405,0.018676,-0.033463
1977-11-30,0.013687,0.021377,0.000635,0.029050,0.015276,-0.082147
1977-12-31,0.013578,0.021378,-0.004687,0.027421,0.013193,-0.061935
1978-01-31,0.013496,0.021276,-0.010216,0.031114,0.010193,0.084930
1978-02-28,0.013496,0.022464,-0.003690,0.038008,0.021795,0.117187
1978-03-31,0.013199,0.023034,-0.007074,0.038355,0.020918,0.070844
1978-04-30,0.013199,0.013199,-0.000476,0.039160,0.018136,0.039760
1978-05-31,0.013503,0.013199,-0.000331,0.039142,0.015532,0.062217
1978-06-30,0.013503,0.013199,0.003141,0.037592,0.012484,0.073380
1978-07-31,0.013647,0.013647,0.004189,0.031760,0.012784,-0.074791
1978-08-31,0.013731,0.013647,0.002363,0.035047,0.015128,-0.083164
1978-09-30,0.013833,0.013647,-0.011178,0.011589,0.012896,-0.062707
1978-10-31,0.013681,0.013681,-0.030539,0.010095,0.013796,0.072786
1978-11-30,0.013681,0.013681,-0.025073,0.029105,0.014659,0.016684
1978-12-31,0.013385,0.013681,-0.027425,0.035005,0.012412,0.057018
1979-01-31,0.013486,0.013486,-0.031002,0.026176,0.009176,0.018313
1979-02-28,0.013486,0.013486,-0.033761,0.020380,0.008570,0.029082
1979-03-31,0.013566,0.013486,-0.032619,0.024942,0.003810,0.012993
1979-04-30,0.013566,0.013566,-0.028586,0.025841,0.006007,0.020145
1979-05-31,0.013600,0.013566,-0.031169,0.023327,0.024084,0.103351
1979-06-30,0.013600,0.013566,-0.029249,0.024979,-0.013415,0.062287
1979-07-31,0.013610,0.013610,-0.017663,0.039072,-0.021588,-0.019170
1979-08-31,0.013762,0.013610,-0.022898,0.038988,-0.023671,-0.028906
1979-09-30,0.013843,0.013610,-0.024640,0.031756,0.030606,-0.012623
1979-10-31,0.013788,0.013788,-0.022600,0.034253,0.053385,0.121194
1979-11-30,0.013788,0.013788,-0.025508,0.034611,0.131102,0.070648
1979-12-31,0.013672,0.013788,-0.027021,0.035767,0.094695,-0.054197
1980-01-31,0.013852,0.013852,-0.020121,0.046522,0.107296,-0.068938
1980-02-29,0.013852,0.013852,-0.026601,0.048496,0.193835,-0.021292
1980-03-31,0.013833,0.013852,-0.000584,0.042013,0.271056,0.119013
1980-04-30,0.013833,0.013833,-0.017561,0.046057,0.248543,0.144698
1980-05-31,0.013637,0.013833,-0.011500,0.053308,0.006554,0.100144
1980-06-30,0.013637,0.013833,0.038070,0.075320,0.037326,0.098214
1980-07-31,0.014029,0.014029,0.054788,0.076366,0.063956,0.047670
1980-08-31,0.014171,0.014029,0.035631,0.072965,0.038464,0.148227
1980-09-30,0.014310,0.014029,0.031150,0.059930,0.023611,0.082098
1980-10-31,0.014365,0.014365,0.014183,0.053504,0.011685,0.016318
1980-11-30,0.014365,0.014365,0.011748,0.040328,0.015200,-0.065827
1980-12-31,0.014696,0.014365,-0.006541,0.032108,0.092183,0.001768
1981-01-31,0.014698,0.021939,-0.004854,0.023278,0.146905,0.025164
1981-02-28,0.014698,0.022270,-0.001517,0.025528,0.081148,0.010056
1981-03-31,0.014546,0.023428,-0.015278,0.057762,0.063802,-0.035221
1981-04-30,0.014546,0.022462,-0.011669,0.038170,0.007309,-0.014231
1981-05-31,0.014556,0.022451,0.014251,0.029873,0.084209,-0.073912
1981-06-30,0.014556,0.023176,-0.008634,0.045228,0.065658,-0.114549
1981-07-31,0.014428,0.022977,0.002246,0.042025,-0.084811,-0.068973
1981-08-31,0.014285,0.023899,0.001546,0.043563,-0.050594,0.028993
1981-09-30,0.014076,0.024035,0.005699,0.046291,0.021943,0.054829
1981-10-31,0.013942,0.013942,0.016276,0.049685,-0.006677,-0.012224
1981-11-30,0.013942,0.013942,0.023533,0.048670,0.021448,-0.104788
1981-12-31,0.014032,0.013942,0.046880,0.055130,0.027322,-0.086414
1982-01-31,0.013990,0.013990,0.050587,0.050380,0.015871,-0.032890
1982-02-28,0.013990,0.013990,0.041557,0.052278,0.015909,-0.010874
1982-03-31,0.013639,0.013990,0.013848,0.060412,0.017266,-0.020990
1982-04-30,0.013639,0.013639,0.042829,0.063081,0.018502,-0.080299
1982-05-31,0.013525,0.013639,0.048977,0.073511,0.021367,0.068198
1982-06-30,0.013525,0.013639,0.051151,0.073608,0.020497,0.098622
1982-07-31,0.013321,0.013321,0.039329,0.060312,0.031882,0.248669
1982-08-31,0.013408,0.013321,0.058541,0.071588,0.036063,0.159150
1982-09-30,0.013544,0.013321,0.034318,0.074337,0.080083,0.167912
1982-10-31,0.013916,0.013916,0.039422,0.076936,0.065759,0.086599
1982-11-30,0.013916,0.013916,0.040625,0.079258,0.061434,0.068794
1982-12-31,0.014389,0.013916,0.033318,0.073470,0.042600,0.087600
1983-01-31,0.014503,0.014503,0.031511,0.087170,0.043034,0.131659
1983-02-28,0.014503,0.014503,0.029764,0.059617,0.039799,0.096785
1983-03-31,0.014703,0.014503,0.027637,0.052254,0.039874,0.095973
1983-04-30,0.014703,0.014703,0.025693,0.035014,0.037852,-0.011373
1983-05-31,0.015015,0.014703,0.030824,0.029912,0.035799,0.012378
1983-06-30,0.015015,0.014703,0.021666,0.029898,0.029611,-0.009365
1983-07-31,0.015100,0.019662,0.023498,0.028186,0.033341,0.006090
1983-08-31,0.015096,0.019634,0.006958,0.031046,0.011698,0.012165
1983-09-30,0.015058,0.020193,0.002849,0.029771,0.010572,-0.006865
1983-10-31,0.015044,0.019583,-0.004582,0.019164,0.004480,-0.000856
1983-11-30,0.015044,0.019547,-0.002210,0.007187,0.017762,-0.056130
1983-12-31,0.015006,0.019834,-0.002387,0.006725,0.005522,-0.034863
1984-01-31,0.014981,0.014981,-0.000842,0.003822,0.005688,-0.020562
1984-02-29,0.014981,0.014981,-0.004510,0.003090,0.000683,-0.041449
1984-03-31,0.014794,0.014981,-0.001351,0.003529,0.003085,-0.037693
1984-04-30,0.014794,0.014794,-0.001502,0.004342,0.003424,-0.058669
1984-05-31,0.014653,0.014794,-0.002179,0.004201,0.004005,0.107140
1984-06-30,0.014653,0.014794,-0.000201,0.006888,0.011142,0.084345
1984-07-31,0.014461,0.014461,0.001587,0.006407,0.002784,0.102416
1984-08-31,0.014603,0.014461,-0.008455,0.004443,0.011690,-0.018598
1984-09-30,0.014709,0.014461,-0.003001,-0.001767,0.006707,0.006863
1984-10-31,0.014843,0.014843,-0.004034,-0.002691,0.004896,0.081522
1984-11-30,0.014843,0.014843,-0.008187,-0.000137,0.012091,0.107593
1984-12-31,0.014780,0.014843,-0.006700,-0.000133,0.014065,0.080244
1985-01-31,0.014882,0.014882,-0.004661,0.010889,0.015283,0.001113
1985-02-28,0.014882,0.014882,0.000066,0.021000,0.014721,0.046197
1985-03-31,0.015121,0.014882,0.016703,0.014903,0.012275,0.061940
1985-04-30,0.015121,0.015121,0.007666,0.019528,0.014055,0.061669
1985-05-31,0.015147,0.015121,0.004447,0.019215,0.018947,-0.004854
1985-06-30,0.015147,0.015121,0.023378,0.026201,0.029250,-0.050925
1985-07-31,0.015287,0.015287,0.023093,0.027504,0.034685,-0.005762
1985-08-31,0.015257,0.015287,0.031745,0.027300,0.025526,0.071781
1985-09-30,0.015158,0.015287,0.020993,0.021795,0.027707,0.160369
1985-10-31,0.015126,0.015126,0.016793,0.020498,0.027241,0.115688
1985-11-30,0.015126,0.015126,0.011687,0.018424,0.023820,0.122422
1985-12-31,0.015428,0.015126,0.031063,0.024455,0.021913,0.130727
1986-01-31,0.015578,0.015578,0.031714,0.023454,0.023121,0.112097
1986-02-28,0.015578,0.015578,0.032466,0.020632,0.020052,0.090032
1986-03-31,0.015908,0.015578,0.040837,0.028905,0.027970,0.049979
1986-04-30,0.015908,0.015908,0.048788,0.030795,0.028121,0.002548
1986-05-31,0.016161,0.015908,0.046302,0.029379,0.025993,0.022559
1986-06-30,0.016161,0.015908,0.048305,0.026425,0.020151,-0.077818
1986-07-31,0.016191,0.016191,0.043115,0.035493,0.018127,0.033288
1986-08-31,0.016200,0.016191,0.042524,0.032511,0.020088,-0.014668
1986-09-30,0.016061,0.016191,0.040611,0.036942,0.019455,0.046905
1986-10-31,0.016087,0.016087,0.040943,0.028493,0.016655,0.123371
1986-11-30,0.016087,0.016087,0.041736,0.030602,0.015791,0.140358
1986-12-31,0.016087,0.016087,0.038133,0.032063,0.012736,0.204526
1987-01-31,0.016244,0.016244,0.030289,0.029237,0.014147,0.052102
1987-02-28,0.016244,0.016244,0.041461,0.031670,0.022234,0.020760
1987-03-31,0.016701,0.016244,0.043887,0.026357,0.015310,0.042167
1987-04-30,0.016701,0.016701,0.024713,0.015453,0.014568,0.105077
1987-05-31,0.016759,0.016701,0.013844,0.014422,0.018943,0.136849
1987-06-30,0.016759,0.016701,0.010650,0.013788,0.017931,0.058651
1987-07-31,0.016924,0.016924,0.012527,0.015827,0.030173,-0.209848
1987-08-31,0.017098,0.016924,0.027316,0.017030,0.038113,-0.301698
1987-09-30,0.017158,0.016924,0.025317,0.014799,0.035267,-0.232265
1987-10-31,0.016830,0.016830,0.025469,0.017572,0.038488,0.020970
1987-11-30,0.016830,0.016830,-0.009408,-0.012209,0.017694,0.162918
1987-12-31,0.016010,0.016830,-0.015563,-0.000994,0.015655,0.047798
1988-01-31,0.016018,0.016018,-0.017644,-0.010613,-0.001088,0.016571
1988-02-29,0.016018,0.016018,0.000653,-0.004963,-0.005873,-0.021134
1988-03-31,0.016274,0.016018,-0.000892,-0.006502,-0.005271,0.056433
1988-04-30,0.016274,0.016274,-0.005590,-0.008747,-0.004520,0.040906
1988-05-31,0.016221,0.016274,-0.000146,-0.006603,-0.002357,-0.002441
1988-06-30,0.016221,0.016274,0.019053,-0.004380,-0.000896,-0.005814
1988-07-31,0.016314,0.016314,0.022128,0.002788,-0.002564,0.025550
1988-08-31,0.016287,0.016314,0.028241,0.005263,-0.001396,0.046574
1988-09-30,0.016256,0.016314,0.038802,0.004264,0.000997,0.021367
1988-10-31,0.016269,0.016269,0.033412,0.024029,0.006661,0.066315
1988-11-30,0.016269,0.016269,-0.001836,0.018020,0.005138,0.055389
1988-12-31,0.016319,0.016269,-0.007591,0.009383,0.006745,0.061753
1989-01-31,0.016390,0.016390,-0.013641,0.008665,0.006970,0.040912
1989-02-28,0.016390,0.016390,-0.011869,0.008547,0.004283,0.109603
1989-03-31,0.016509,0.016390,-0.013817,0.006325,0.002891,0.078374
1989-04-30,0.016509,0.016509,-0.012463,0.002622,0.003198,0.117685
1989-05-31,0.016675,0.016509,0.009275,0.004706,0.005744,0.096500
1989-06-30,0.016675,0.016509,0.021113,0.013338,0.007507,0.098025
1989-07-31,0.016903,0.016903,0.023356,0.015492,0.007187,-0.016528
1989-08-31,0.017015,0.016903,0.032529,0.014266,0.006763,-0.015536
1989-09-30,0.017128,0.016903,0.028614,0.015934,0.006816,0.012172
1989-10-31,0.017081,0.017081,0.026917,0.018046,0.007596,-0.033141
1989-11-30,0.017081,0.017081,0.031796,0.015517,0.007307,-0.040753
1989-12-31,0.017029,0.017081,0.032880,0.015267,0.006453,-0.038087
1990-01-31,0.016959,0.016959,0.030744,0.013190,0.009453,0.005227
1990-02-28,0.016959,0.016959,0.022511,0.013215,0.009447,0.088403
1990-03-31,0.016802,0.016959,0.015255,0.013852,0.009952,0.053186
1990-04-30,0.016802,0.016802,0.009567,0.012217,0.009794,0.076632
1990-05-31,0.016885,0.016802,0.015158,0.000934,0.009766,-0.107051
1990-06-30,0.016885,0.016802,0.022104,0.003575,0.009938,-0.145159
