date,mean,enet,knn,rf,mlp,realized
1960-01-31,0.004933,0.004933,0.000500,-0.001934,0.114071,0.009171
1960-02-29,0.004933,0.004933,-0.001012,-0.004540,0.071065,-0.013899
1960-03-31,0.004893,0.004933,0.000640,-0.004666,0.012105,-0.017528
1960-04-30,0.004893,0.004893,0.000454,-0.005236,-0.019781,0.026853
1960-05-31,0.004892,0.004893,0.001364,-0.004465,-0.009051,0.019523
1960-06-30,0.004892,0.004893,0.005879,-0.004224,-0.010459,-0.024772
1960-07-31,0.004851,0.004851,0.007386,0.003327,-0.020374,0.026121
1960-08-31,0.004909,0.004851,0.010788,0.006900,-0.010917,-0.060393
1960-09-30,0.004909,0.004851,0.020309,0.007912,-0.009349,-0.002429
1960-10-31,0.004712,0.004712,0.012796,0.007155,-0.009729,0.040270
1960-11-30,0.004712,0.004712,0.016728,0.008128,-0.003438,0.046273
1960-12-31,0.004920,0.004712,0.018653,0.008706,-0.007885,0.063156
1961-01-31,0.005076,0.005076,0.010564,0.013745,-0.000179,0.026870
1961-02-28,0.005076,0.005076,0.012680,0.014001,-0.004345,0.025536
1961-03-31,0.005189,0.005076,0.013808,0.015275,-0.010333,0.003843
1961-04-30,0.005189,0.005189,0.011434,0.016365,-0.016751,0.019139
1961-05-31,0.005223,0.005189,0.011061,0.015954,-0.017312,-0.028846
1961-06-30,0.005223,0.005189,0.014213,0.015414,-0.014617,0.032797
1961-07-31,0.005206,0.005206,0.013360,0.009870,-0.009655,0.019622
1961-08-31,0.005244,0.005206,0.011846,0.006599,0.001749,-0.019686
1961-09-30,0.005244,0.005206,0.008313,0.005566,0.017343,0.028323
1961-10-31,0.005239,0.005239,0.010477,0.005784,0.016640,0.039347
1961-11-30,0.005239,0.005239,0.009729,0.004930,0.008079,0.003225
1961-12-31,0.005323,0.005239,0.008332,0.006013,0.008044,-0.037876
1962-01-31,0.005210,0.005210,0.010668,0.005720,0.010981,0.016270
1962-02-28,0.005210,0.005210,0.004816,0.004002,-0.001355,-0.005860
1962-03-31,0.005210,0.005210,0.006362,0.004359,-0.006538,-0.061970
1962-04-30,0.005210,0.005210,0.006148,0.003955,-0.018343,-0.085990
1962-05-31,0.004802,0.005210,0.002102,0.001006,-0.025564,-0.081838
1962-06-30,0.004802,0.005210,0.001220,0.002659,-0.022874,0.063562
1962-07-31,0.004730,0.004730,0.002588,-0.000057,-0.013320,0.015284
1962-08-31,0.004757,0.004730,0.000372,-0.002520,-0.015792,-0.048207
1962-09-30,0.004757,0.004730,0.002488,-0.003120,-0.012580,0.004443
1962-10-31,0.004622,0.004622,0.000316,-0.001990,-0.012239,0.101557
1962-11-30,0.004622,0.004622,0.002270,-0.001778,-0.010821,0.013492
1962-12-31,0.004890,0.004622,0.004064,-0.003196,-0.015392,0.049128
1963-01-31,0.005001,0.005001,0.005515,0.003951,-0.011880,-0.028852
1963-02-28,0.005001,0.005001,0.005716,0.003083,-0.014509,0.035464
1963-03-31,0.004993,0.005001,0.004640,-0.002084,-0.017061,0.048520
1963-04-30,0.004993,0.004993,0.002838,-0.001474,-0.007074,0.014327
1963-05-31,0.005125,0.004993,0.001398,-0.003834,-0.013030,-0.020198
1963-06-30,0.005125,0.004993,-0.000125,-0.001301,-0.018791,-0.003460
1963-07-31,0.005041,0.005041,0.000030,-0.000904,-0.024835,0.048749
1963-08-31,0.005149,0.005041,0.001217,-0.000313,-0.021566,-0.011035
1963-09-30,0.005149,0.005041,0.003332,-0.001701,-0.026720,0.032218
1963-10-31,0.005176,0.005176,0.001891,-0.002598,-0.026194,-0.010539
1963-11-30,0.005176,0.005176,-0.000782,-0.002101,0.006644,0.024443
1963-12-31,0.005185,0.005176,0.002068,-0.003228,-0.027402,0.026926
1964-01-31,0.005238,0.005238,-0.002546,-0.000150,0.007409,0.009865
1964-02-29,0.005238,0.005238,0.000373,-0.000063,0.012010,0.015167
1964-03-31,0.005273,0.005238,0.002696,0.000454,0.001451,0.006077
1964-04-30,0.005273,0.005273,0.002696,0.000505,0.024833,0.011452
1964-05-31,0.005290,0.005273,0.003169,-0.000356,-0.003393,0.016424
1964-06-30,0.005290,0.005273,0.002923,-0.000403,-0.015982,0.018240
1964-07-31,0.005349,0.005349,0.006827,0.001718,-0.025703,-0.016230
1964-08-31,0.005297,0.005349,0.000899,0.001891,-0.019209,0.028718
1964-09-30,0.005297,0.005349,0.003470,0.000055,-0.026087,0.008078
1964-10-31,0.005359,0.005359,0.004882,0.001214,-0.025494,-0.005185
1964-11-30,0.005359,0.005359,0.005483,0.000842,-0.024012,0.003909
1964-12-31,0.005331,0.005359,0.004484,0.000851,-0.025867,0.033156
1965-01-31,0.005397,0.005397,0.003932,0.000702,-0.024874,-0.001485
1965-02-28,0.005397,0.005397,0.005540,0.001199,-0.026925,-0.014526
1965-03-31,0.005334,0.005397,0.004192,0.000680,-0.025931,0.034239
1965-04-30,0.005334,0.005334,0.003362,-0.000052,-0.023124,-0.007743
1965-05-31,0.005371,0.005334,0.003874,0.001351,-0.024939,-0.048631
1965-06-30,0.005371,0.005334,0.001456,-0.000758,-0.026397,0.013433
1965-07-31,0.005263,0.005263,0.003456,-0.002492,-0.008619,0.022522
1965-08-31,0.005303,0.005263,0.002920,-0.002586,-0.007860,0.032006
1965-09-30,0.005303,0.005263,0.002390,-0.001598,-0.009657,0.027345
1965-10-31,0.005417,0.005417,0.006705,-0.000934,-0.013776,-0.008764
1965-11-30,0.005417,0.005417,0.005809,-0.000925,-0.016231,0.008951
1965-12-31,0.005392,0.005417,0.004914,-0.000909,-0.016853,0.004869
1966-01-31,0.005391,0.005391,0.005178,0.001609,-0.015857,-0.017872
1966-02-28,0.005391,0.005391,0.001899,0.001432,0.000083,-0.021815
1966-03-31,0.005275,0.005391,0.000694,0.001060,0.033267,0.020509
1966-04-30,0.005275,0.005275,0.004117,0.000122,-0.019814,-0.054140
1966-05-31,0.005174,0.005275,0.000164,0.001427,0.003569,-0.016138
1966-06-30,0.005174,0.005275,0.000118,0.000607,-0.006824,-0.013453
1966-07-31,0.005082,0.005082,-0.001588,-0.002388,-0.022603,-0.077751
1966-08-31,0.004894,0.005082,-0.003004,-0.001707,-0.001442,-0.007004
1966-09-30,0.004894,0.005082,-0.004664,0.003459,0.026625,0.047544
1966-10-31,0.004963,0.004963,-0.003018,0.003226,-0.019277,0.003117
1966-11-30,0.004963,0.004963,-0.003864,0.002011,-0.007749,-0.001492
