Date,mean,enet,rf,knn,rsz,ensemble,realized
2020-01-31,0.006989,0.006989,0.001917,-0.003839,0.006938,0.006989,-0.065867
2020-02-07,0.006989,0.006989,0.005176,-0.011443,0.007114,0.006989,-0.057162
2020-02-14,0.006989,0.006989,0.002175,0.005498,0.006462,0.006989,-0.127682
2020-02-21,0.006989,0.006989,0.003765,-0.007153,0.006714,0.006989,-0.235328
2020-02-28,0.006989,0.006989,0.003374,-0.009549,0.006757,0.006989,-0.077827
2020-03-06,0.006989,0.006989,0.008198,0.015380,0.008085,0.006989,-0.102407
2020-03-13,0.006989,0.006989,0.000701,0.010850,0.006458,0.006989,0.051073
2020-03-20,0.006989,0.006989,0.008234,0.008000,0.007285,0.006989,0.280429
2020-03-27,0.006989,0.006989,0.019217,0.014243,0.008458,0.006989,0.180022
2020-04-03,0.006989,0.006989,0.012814,0.023817,0.006996,0.006989,0.127333
2020-04-10,0.006989,0.006989,0.016955,0.006806,0.008211,0.006989,0.048297
2020-04-17,0.006989,0.006989,0.002319,0.015504,0.006645,0.006989,-0.003572
2020-04-24,0.006989,0.006989,0.006568,0.007438,0.007452,0.006989,-0.006681
2020-05-01,0.006989,0.006989,0.005027,0.001357,0.007261,0.006989,0.052949
2020-05-08,0.006989,0.006989,0.005086,-0.001697,0.008026,0.006989,0.038225
2020-05-15,0.006989,0.006989,0.006468,0.009557,0.007865,0.006989,-0.028082
2020-05-22,0.006989,0.006989,0.005786,0.007295,0.007877,0.006989,0.011343
2020-05-29,0.006989,0.006989,0.004676,0.004825,0.007954,0.006989,-0.049383
2020-06-05,0.006989,0.006989,0.009168,0.034272,0.007528,0.006989,-0.011429
2020-06-12,0.006989,0.006989,0.009557,0.030371,0.007893,0.006989,0.036236
2020-06-19,0.006989,0.006989,0.013008,0.030945,0.007923,0.006989,0.055470
2020-06-26,0.006989,0.006989,0.010975,0.027825,0.007866,0.006989,0.077838
2020-07-03,0.006989,0.006989,0.011461,0.032787,0.008362,0.006989,0.038681
2020-07-10,0.006989,0.006989,0.006408,0.026405,0.007384,0.006989,0.056599
2020-07-17,0.006989,0.006989,0.011308,0.027357,0.007931,0.006989,0.008594
2020-07-24,0.006989,0.006989,0.011341,0.034051,0.007692,0.006989,0.016365
2020-07-31,0.006989,0.006989,0.010179,0.032128,0.007699,0.006989,0.023405
2020-08-07,0.006989,0.006989,0.007323,0.028105,0.007641,0.006989,-0.006673
2020-08-14,0.006989,0.006989,0.008942,0.021210,0.007130,0.006989,-0.020693
2020-08-21,0.006989,0.006989,0.006785,0.025906,0.007590,0.006989,-0.011983
2020-08-28,0.006989,0.006989,0.007478,0.025906,0.007476,0.006989,-0.042318
2020-09-04,0.006989,0.006989,0.006258,0.012759,0.007001,0.006989,-0.010651
2020-09-11,0.006989,0.006989,0.005576,0.006856,0.007461,0.006989,0.040165
2020-09-18,0.006989,0.006989,0.008166,0.014487,0.007530,0.006989,0.026616
2020-09-25,0.006989,0.006989,0.006620,0.014580,0.006939,0.006989,0.046593
2020-10-02,0.006989,0.006989,0.007166,-0.002728,0.007183,0.006989,-0.024002
2020-10-09,0.006989,0.006989,0.006416,0.003588,0.007298,0.006989,0.014396
2020-10-16,0.006989,0.006989,0.004408,0.010532,0.006949,0.006989,0.038918
2020-10-23,0.006989,0.006989,0.006449,0.009063,0.007570,0.006989,0.009089
2020-10-30,0.006989,0.006989,0.006411,0.000484,0.007605,0.006989,0.076530
2020-11-06,0.006989,0.006989,0.009116,-0.005122,0.007830,0.006989,0.023835
2020-11-13,0.006989,0.006989,0.006144,0.006787,0.007202,0.006989,-0.003924
2020-11-20,0.006989,0.006989,0.006159,-0.000368,0.007348,0.006989,0.038603
2020-11-27,0.006989,0.006989,0.008701,-0.007474,0.007953,0.006989,0.022749
2020-12-04,0.006989,0.006989,0.009402,-0.004892,0.007938,0.006989,0.012153
2020-12-11,0.006989,0.006989,0.006875,-0.001418,0.007476,0.006989,0.055462
2020-12-18,0.006989,0.006989,0.006319,-0.023527,0.007400,0.006989,0.039401
2020-12-25,0.006989,0.006989,0.005787,-0.011293,0.007354,0.006989,0.054903
2021-01-01,0.006989,0.006989,0.006084,-0.025374,0.007757,0.006989,0.014017
2021-01-08,0.006989,0.006989,0.004564,-0.015731,0.007426,0.006989,-0.014652
2021-01-15,0.006989,0.006989,0.003157,-0.015254,0.007207,0.006989,0.002650
2021-01-22,0.006989,0.006989,0.005116,-0.026984,0.007505,0.006989,-0.027043
2021-01-29,0.006989,0.006989,0.005633,-0.013800,0.007645,0.006989,-0.021038
2021-02-05,0.006989,0.006989,0.001854,-0.030660,0.007474,0.006989,-0.022910
