Date,mean,enet,rf,knn,rsz,ensemble,realized
2020-01-31,0.088816,-0.158981,-0.006163,0.008794,0.069623,0.069623,-0.215219
2020-02-29,0.088816,-0.097948,0.027585,0.008887,0.073794,0.073794,0.134455
2020-03-31,0.088816,-0.097392,0.050806,0.031518,0.074563,0.074563,0.779943
2020-04-30,0.088816,0.101024,0.070287,0.054247,0.085698,0.085698,0.370344
2020-05-31,0.088816,0.111246,0.063951,0.071873,0.091159,0.091159,0.420182
2020-06-30,0.088816,-0.084449,0.071876,0.042761,0.077695,0.077695,0.496709
2020-07-31,0.088816,0.030460,0.081187,0.050133,0.085019,0.085019,0.441555
2020-08-31,0.088816,0.109364,0.079420,0.022260,0.085996,0.085996,0.427717
2020-09-30,0.088816,0.129710,0.062867,0.001743,0.083420,0.083420,0.821258
2020-10-31,0.088816,0.166650,0.072106,-0.010431,0.087979,0.087979,1.095418
2020-11-30,0.088816,0.222836,0.072175,0.018734,0.089124,0.089124,0.555076
2020-12-31,0.088816,0.110062,0.069519,0.038302,0.084004,0.084004,0.532799
2021-01-31,0.088816,0.171827,0.085161,0.078163,0.086916,0.086916,0.754829
2021-02-28,0.088816,0.212699,0.106167,0.056580,0.087447,0.087447,0.534323
2021-03-31,0.088816,0.140762,0.141184,0.027998,0.085206,0.085206,0.629203
2021-04-30,0.088816,0.206794,0.153667,0.125790,0.086021,0.086021,0.591007
2021-05-31,0.088816,0.099065,0.123790,0.074349,0.072295,0.072295,0.746405
2021-06-30,0.088816,0.236769,0.085694,0.115608,0.076053,0.076053,0.389407
2021-07-31,0.088816,0.089507,0.074820,0.059305,0.065700,0.065700,0.661871
2021-08-31,0.088816,-0.015690,0.080790,0.067494,0.062639,0.062639,0.740844
2021-09-30,0.088816,0.003280,0.072300,0.073964,0.068046,0.068046,0.445350
2021-10-31,0.088816,-0.085218,0.001551,0.057043,0.056466,0.056466,0.637102
2021-11-30,0.088816,-0.221355,0.023498,0.081219,0.053417,0.053417,0.745492
2021-12-31,0.088816,-0.122827,-0.008769,0.001897,0.057128,0.057128,0.643249
2022-01-31,0.088816,-0.131502,-0.022674,0.036587,0.055606,0.055606,0.422410
2022-02-28,0.088816,-0.155068,-0.045611,-0.052782,0.051954,0.051954,0.236315
2022-03-31,0.088816,-0.143534,-0.038486,0.109271,0.052580,0.052580,0.130782
2022-04-30,0.088816,-0.162986,-0.063925,0.011663,0.048485,0.048485,0.182131
2022-05-31,0.088816,-0.166608,-0.067617,-0.022808,0.045027,0.045027,-0.083426
2022-06-30,0.088816,-0.230515,-0.062379,-0.022793,0.035691,0.035691,0.181696
2022-07-31,0.088816,-0.170047,-0.029487,-0.018218,0.046687,0.046687,0.161339
2022-08-31,0.088816,-0.152754,-0.050220,-0.018050,0.048374,0.048374,0.149955
2022-09-30,0.088816,-0.168425,-0.047620,0.046501,0.047675,0.047675,0.302051
2022-10-31,0.088816,-0.029521,-0.028644,0.043805,0.062530,0.062530,-0.018011
2022-11-30,0.088816,-0.033183,-0.019195,0.035764,0.063282,0.063282,-0.037343
2022-12-31,0.088816,-0.118703,-0.034726,0.094410,0.059300,0.059300,-0.006303
2023-01-31,0.088816,-0.083802,-0.024424,0.101642,0.060140,0.060140,-0.038442
2023-02-28,0.088816,-0.006143,0.018057,0.091003,0.075300,0.075300,0.067071
2023-03-31,0.088816,0.040033,0.035874,0.058628,0.076265,0.076265,0.178905
2023-04-30,0.088816,0.023262,0.063609,0.071722,0.078698,0.078698,0.136241
2023-05-31,0.088816,0.010319,0.054143,0.003663,0.076891,0.076891,0.258614
2023-06-30,0.088816,0.071383,0.060073,0.044005,0.083488,0.083488,0.160580
2023-07-31,0.088816,0.062445,0.067751,0.002116,0.079494,0.079494,0.101203
2023-08-31,0.088816,0.061809,0.080284,0.071260,0.083044,0.083044,0.060938
2023-09-30,0.088816,0.053254,0.030957,0.061175,0.081722,0.081722,0.004770
2023-10-31,0.088816,-0.021820,0.016650,0.007499,0.078549,0.078549,0.075694
2023-11-30,0.088816,0.023828,0.029955,0.071220,0.080602,0.080602,0.168328
2023-12-31,0.088816,0.005888,0.073260,0.048149,0.083812,0.083812,0.055592
2024-01-31,0.088816,-0.018004,0.036548,0.068217,0.078483,0.078483,0.085559
2024-02-29,0.088816,-0.099410,0.044124,0.035357,0.073066,0.073066,0.091455
2024-03-31,0.088816,-0.113763,0.025173,0.023410,0.074751,0.074751,0.022372
2024-04-30,0.088816,-0.126302,0.003308,0.052311,0.073407,0.073407,-0.110923
2024-05-31,0.088816,-0.063760,0.014551,0.082812,0.079253,0.079253,-0.096456
2024-06-30,0.088816,-0.047244,0.022804,-0.018100,0.074853,0.074853,-0.038868
2024-07-31,0.088816,-0.071489,0.037630,0.012497,0.074350,0.074350,-0.033512
2024-08-31,0.088816,-0.093466,0.022691,0.030857,0.076015,0.076015,0.022910
2024-09-30,0.088816,-0.066243,0.013613,0.076752,0.077446,0.077446,0.051387
2024-10-31,0.088816,-0.042740,0.043429,0.068316,0.077283,0.077283,0.027899
2024-11-30,0.088816,-0.046259,0.065217,0.026826,0.079627,0.079627,-0.021682
2024-12-31,0.088816,-0.094019,-0.004072,0.021652,0.074588,0.074588,0.078763
2025-01-31,0.088816,-0.101285,-0.011349,0.027280,0.072798,0.072798,0.203906
2025-02-28,0.088816,-0.080572,0.017903,0.088067,0.075174,0.075174,0.270063
2025-03-31,0.088816,-0.073935,-0.004576,0.063453,0.070437,0.070437,0.353167
2025-04-30,0.088816,-0.061102,0.043750,0.070490,0.067096,0.067096,0.529566
2025-05-31,0.088816,-0.041722,0.002416,0.021234,0.068772,0.068772,0.425173
2025-06-30,0.088816,-0.063728,0.018475,0.107830,0.073662,0.073662,0.341134
2025-07-31,0.088816,-0.050267,0.029649,0.073625,0.074258,0.074258,
2025-08-31,0.088816,-0.036525,0.059618,0.074907,0.070111,0.070111,
2025-09-30,0.088816,-0.058874,0.014772,0.086481,0.073955,0.073955,
2025-10-31,0.088816,-0.068268,0.023928,0.069824,0.076005,0.076005,
2025-11-30,0.088816,-0.053120,-0.005186,0.071442,0.072556,0.072556,
2025-12-31,0.088816,-0.021232,0.012456,0.103479,0.075044,0.075044,
2026-01-31,0.088816,0.012251,0.086823,0.122566,0.081958,0.081958,
2026-02-28,0.088816,-0.018819,0.082372,-0.022895,0.074204,0.074204,
2026-03-31,0.088816,-0.064544,0.025439,0.049053,0.081366,0.081366,
2026-04-30,0.088816,-0.237436,-0.006973,-0.040589,0.066838,0.066838,
2026-05-31,0.088816,-0.324051,0.012065,0.069527,0.066130,0.066130,
2026-06-30,0.088816,-0.296131,0.008035,0.041421,0.068432,0.068432,
