date,ensemble,ensemble_calibrated
1950-01-31,0.437763525266023,
1950-02-28,0.4364992905885724,
1950-03-31,0.4519188997812013,
1950-04-30,0.4609905947327799,
1950-05-31,0.4618094257031299,
1950-06-30,0.4729526123001069,
1950-07-31,0.4770851461128056,
1950-08-31,0.4979819853116772,
1950-09-30,0.4905688698050504,
1950-10-31,0.4867342726500782,
1950-11-30,0.4980375108333433,
1950-12-31,0.4943904858019174,
1951-01-31,0.5029833426674567,
1951-02-28,0.5098442572584452,
1951-03-31,0.5237691552754891,
1951-04-30,0.5293400125049673,
1951-05-31,0.5369220794793796,
1951-06-30,0.5387155322987536,
1951-07-31,0.5430732974572863,
1951-08-31,0.5382746312171932,
1951-09-30,0.5288997825587395,
1951-10-31,0.520136565225691,
1951-11-30,0.5091760137636786,
1951-12-31,0.510954270120438,
1952-01-31,0.5010296546519479,
1952-02-29,0.4849908745661981,
1952-03-31,0.4693736851259887,
1952-04-30,0.4672743028482125,
1952-05-31,0.4645706723060325,
1952-06-30,0.4553943426931582,
1952-07-31,0.4536587206342247,
1952-08-31,0.4593911596056172,
1952-09-30,0.4639337401393678,
1952-10-31,0.4597536029629604,
1952-11-30,0.4582621894968767,
1952-12-31,0.4515978979182014,
1953-01-31,0.4490884913775521,
1953-02-28,0.4491115782675866,
1953-03-31,0.4551175892236057,
1953-04-30,0.4624189196082904,
1953-05-31,0.4634002880751361,
1953-06-30,0.4756255524918649,
1953-07-31,0.481882164437918,
1953-08-31,0.474842447834624,
1953-09-30,0.4733235484163222,
1953-10-31,0.470730197986814,
1953-11-30,0.4615302964027187,
1953-12-31,0.4430352217758915,
1954-01-31,0.4352879826480694,
1954-02-28,0.4346282317652955,
1954-03-31,0.4297273979552524,
1954-04-30,0.4159685959800467,
1954-05-31,0.4128125808098393,
1954-06-30,0.4161752639252141,
1954-07-31,0.4138566074744983,
1954-08-31,0.4153933748045114,
1954-09-30,0.4178896518532652,
1954-10-31,0.4197753869470979,
1954-11-30,0.4176687033594219,
1954-12-31,0.4185867721435284,
1955-01-31,0.4126290536225039,
1955-02-28,0.4105793523053953,
1955-03-31,0.4116321890618742,
1955-04-30,0.4125391929905056,
1955-05-31,0.4199905387446956,
1955-06-30,0.4208309520168063,
1955-07-31,0.4242080812531433,
1955-08-31,0.4304909537129065,
1955-09-30,0.4342147417421113,
1955-10-31,0.4405057727803509,
1955-11-30,0.4386191893866483,
1955-12-31,0.4358304042378526,
1956-01-31,0.436985693128739,
1956-02-29,0.4334513929547642,
1956-03-31,0.4274740063730929,
1956-04-30,0.4256384591087118,
1956-05-31,0.4339826498459564,
1956-06-30,0.4437186916851359,
1956-07-31,0.4510868072902533,
1956-08-31,0.4610514750474582,
1956-09-30,0.471942705636928,
1956-10-31,0.4842599000113588,
1956-11-30,0.4920890363931827,
1956-12-31,0.4923417200780829,
1957-01-31,0.5060002703251976,
1957-02-28,0.5105467438663845,
1957-03-31,0.506411111226591,
1957-04-30,0.499362968042774,
1957-05-31,0.4952374873090305,
1957-06-30,0.4995125488043115,
1957-07-31,0.4964217612102326,
1957-08-31,0.4970627654047914,
1957-09-30,0.5147482492675589,
1957-10-31,0.5221968642717173,
1957-11-30,0.5197757861862375,
1957-12-31,0.5249533627814672,
1958-01-31,0.5039099277443329,
1958-02-28,0.4903028577436612,
1958-03-31,0.4640108710870185,
1958-04-30,0.4615277341753267,
1958-05-31,0.4554060847856094,
1958-06-30,0.4374765445543774,
1958-07-31,0.4305452645203137,
1958-08-31,0.4390587751627405,
1958-09-30,0.4590040042443998,
1958-10-31,0.4737337486435931,
1958-11-30,0.4780987926272627,
1958-12-31,0.4770163546692182,
1959-01-31,0.473957665792084,
1959-02-28,0.4696290755565754,
1959-03-31,0.4528566583019939,
1959-04-30,0.4216181062364052,
1959-05-31,0.4174454734447566,
1959-06-30,0.4277001559322917,
1959-07-31,0.4398498640295042,
1959-08-31,0.4393641848895089,
1959-09-30,0.4427935230988467,
1959-10-31,0.4598371582626228,
1959-11-30,0.4741563667979666,
1959-12-31,0.4592310340216215,
1960-01-31,0.4617761540805505,
1960-02-29,0.4483433624466342,
1960-03-31,0.4590355612718325,
1960-04-30,0.4431400708206965,
1960-05-31,0.4318385885140882,
1960-06-30,0.4405236988685176,
1960-07-31,0.4381281215812084,
1960-08-31,0.4247872087662083,
1960-09-30,0.4130103390962764,
1960-10-31,0.4069641942160075,
1960-11-30,0.4245660766668059,
1960-12-31,0.415184000097043,
1961-01-31,0.4179681630725805,
1961-02-28,0.4281217343654983,
1961-03-31,0.4297067664001276,
1961-04-30,0.4312253656839387,
1961-05-31,0.4137519421937577,
1961-06-30,0.4155878988912302,
1961-07-31,0.4053832450834244,
1961-08-31,0.4297275481416151,
1961-09-30,0.423224704952289,
1961-10-31,0.439256208255273,
1961-11-30,0.4190558238376751,
1961-12-31,0.4187477159728117,
1962-01-31,0.4178219469258205,
1962-02-28,0.4131572243660038,
1962-03-31,0.4257374670911962,
1962-04-30,0.4239054423340359,
1962-05-31,0.4361787402779267,
1962-06-30,0.4375358832224268,
1962-07-31,0.4415055945466053,
1962-08-31,0.4337661835737751,
1962-09-30,0.4487028892468095,
1962-10-31,0.44795107015228,
1962-11-30,0.4455394931325759,
1962-12-31,0.4437527325129677,
1963-01-31,0.4376875636525202,
1963-02-28,0.4331507664881098,
1963-03-31,0.4160971475549734,
1963-04-30,0.4302223694617231,
1963-05-31,0.4181707321723713,
1963-06-30,0.4181718312102638,
1963-07-31,0.4333045016773215,
1963-08-31,0.4327944942162445,
