Date,mean,enet,rf,knn,rsz,ensemble,realized
2020-01-31,-0.002298,0.068510,0.023100,-0.002200,0.011672,0.011672,0.376012
2020-02-29,-0.002298,0.041681,0.018171,-0.021670,0.011890,0.011890,0.364195
2020-03-31,-0.002298,0.030899,0.013976,0.003648,0.012291,0.012291,0.139572
2020-04-30,-0.002298,0.011400,0.013528,0.058998,0.018095,0.018095,0.249666
2020-05-31,-0.002298,0.067669,0.005487,0.032632,0.020750,0.020750,0.097736
2020-06-30,-0.002298,0.069825,0.008002,0.044355,0.019274,0.019274,0.111399
2020-07-31,-0.002298,0.029817,0.009683,0.035409,0.015326,0.015326,-0.025235
2020-08-31,-0.002298,-0.013904,0.006587,0.031253,0.011596,0.011596,-0.342590
2020-09-30,-0.002298,0.007797,0.000062,0.047945,0.010524,0.010524,-0.562414
2020-10-31,-0.002298,0.045564,0.000551,0.046840,0.013485,0.013485,-0.558630
2020-11-30,-0.002298,0.026796,-0.000201,0.051917,0.012155,0.012155,-0.319693
2020-12-31,-0.002298,0.074799,0.003223,0.023766,0.012543,0.012543,-0.332653
2021-01-31,-0.002298,-0.003625,-0.008673,0.033716,0.006595,0.006595,-0.125088
2021-02-28,-0.002298,-0.016848,-0.003400,0.050411,0.004510,0.004510,0.183322
2021-03-31,-0.002298,0.020463,-0.018775,0.038145,0.002467,0.002467,0.012927
2021-04-30,-0.002298,-0.044266,0.032707,-0.066447,-0.001934,-0.001934,-0.078621
2021-05-31,-0.002298,0.016515,-0.008007,-0.024010,-0.002499,-0.002499,-0.011700
2021-06-30,-0.002298,-0.013797,0.052196,-0.055846,-0.002648,-0.002648,0.070597
2021-07-31,-0.002298,0.051405,0.049199,0.021663,0.002823,0.002823,-0.368023
2021-08-31,-0.002298,0.095599,0.049736,-0.039603,0.007790,0.007790,-0.526827
2021-09-30,-0.002298,0.058436,0.043475,-0.047948,0.008769,0.008769,-0.417055
2021-10-31,-0.002298,0.126309,0.070292,-0.016797,0.011586,0.011586,-0.356829
2021-11-30,-0.002298,0.172517,0.068606,-0.008883,0.013795,0.013795,-0.607143
2021-12-31,-0.002298,0.163522,0.071307,-0.015223,0.015253,0.015253,-0.398473
2022-01-31,-0.002298,0.144561,0.070719,-0.049936,0.014917,0.014917,-0.198136
2022-02-28,-0.002298,0.134961,0.089581,0.002129,0.008693,0.008693,-0.197325
2022-03-31,-0.002298,0.129873,0.080344,-0.066479,0.009166,0.009166,-0.071780
2022-04-30,-0.002298,0.153344,0.077613,-0.010346,0.008878,0.008878,-0.196978
2022-05-31,-0.002298,0.184425,0.096368,0.008170,0.012546,0.012546,-0.008548
2022-06-30,-0.002298,0.264656,0.097722,0.009494,0.017916,0.017916,-0.181312
2022-07-31,-0.002298,0.209115,0.087390,-0.020188,0.016881,0.016881,-0.155786
2022-08-31,-0.002298,0.110575,0.087231,-0.009013,0.008817,0.008817,-0.034191
2022-09-30,-0.002298,0.161390,0.088495,-0.033488,0.013671,0.013671,-0.096534
2022-10-31,-0.002298,0.077469,0.079308,-0.041155,0.011131,0.011131,0.048354
2022-11-30,-0.002298,0.045284,0.089512,-0.094296,0.008028,0.008028,0.069120
2022-12-31,-0.002298,0.067421,0.068559,-0.078013,0.007955,0.007955,0.038963
2023-01-31,-0.002298,0.098223,0.075216,-0.056602,0.011674,0.011674,0.022438
2023-02-28,-0.002298,-0.017764,0.059644,-0.074521,0.002873,0.002873,-0.027128
2023-03-31,-0.002298,-0.045691,0.019909,-0.056497,0.002596,0.002596,-0.106379
2023-04-30,-0.002298,-0.073515,-0.001061,-0.070836,0.001057,0.001057,-0.076614
2023-05-31,-0.002298,-0.083153,-0.009332,-0.065785,0.000940,0.000940,-0.086587
2023-06-30,-0.002298,-0.088605,-0.003678,-0.069450,0.002029,0.002029,-0.014177
2023-07-31,-0.002298,-0.078760,-0.005803,-0.061589,0.001352,0.001352,0.085701
2023-08-31,-0.002298,-0.086673,-0.015162,-0.051325,-0.000120,-0.000120,0.111245
2023-09-30,-0.002298,-0.074325,0.010013,-0.042607,0.000078,0.000078,0.093778
2023-10-31,-0.002298,-0.047613,0.017402,-0.001109,0.001425,0.001425,0.018636
2023-11-30,-0.002298,-0.061195,0.001464,-0.054922,-0.000095,-0.000095,-0.018263
