Date,mean,enet,rf,knn,rsz,ensemble,realized
2020-01-31,0.044012,-0.217728,-0.005833,0.009754,0.034720,0.044012,-0.301860
2020-02-29,0.044012,-0.135926,0.003431,0.044918,0.035236,0.044012,-0.184557
2020-03-31,0.044012,-0.079912,0.003543,0.026321,0.037420,0.044012,0.061016
2020-04-30,0.044012,-0.027641,0.025246,0.016473,0.039107,0.044012,-0.221925
2020-05-31,0.044012,0.148943,0.048587,0.038898,0.039019,0.044012,-0.023635
2020-06-30,0.044012,-0.010469,0.031552,0.047842,0.032752,0.044012,0.031407
2020-07-31,0.044012,0.074735,0.033047,0.043367,0.038491,0.044012,0.124103
2020-08-31,0.044012,0.148863,0.029685,0.038888,0.040486,0.044012,0.391212
2020-09-30,0.044012,0.067953,0.023667,0.040080,0.040485,0.044012,0.677584
2020-10-31,0.044012,-0.058875,0.017129,-0.011282,0.034953,0.044012,0.761198
2020-11-30,0.044012,0.019406,0.024314,0.022701,0.041221,0.044012,0.454561
2020-12-31,0.044012,-0.291389,0.019771,0.031424,0.035610,0.044012,0.451133
2021-01-31,0.044012,-0.129296,0.032277,0.006403,0.038276,0.044012,0.282404
2021-02-28,0.044012,-0.129650,0.022701,0.012777,0.037092,0.044012,0.026239
2021-03-31,0.044012,-0.300858,0.034526,-0.007599,0.034670,0.044012,0.085643
2021-04-30,0.044012,-0.147750,-0.008972,0.019681,0.030149,0.044012,0.189768
2021-05-31,0.044012,-0.391512,0.025987,0.010224,0.031366,0.044012,0.069104
2021-06-30,0.044012,-0.373225,-0.005612,0.033035,0.033182,0.044012,0.056277
2021-07-31,0.044012,-0.391512,-0.013908,-0.019558,0.025204,0.044012,0.368390
2021-08-31,0.044012,-0.391512,-0.007820,0.016156,0.023967,0.044012,0.495092
2021-09-30,0.044012,-0.366176,-0.018700,0.028593,0.027224,0.044012,0.500680
2021-10-31,0.044012,-0.391512,-0.027686,0.028365,0.021790,0.044012,0.337241
2021-11-30,0.044012,-0.391512,-0.022427,0.042319,0.015739,0.044012,0.633522
2021-12-31,0.044012,-0.370964,-0.033253,0.012953,0.016606,0.044012,0.315381
2022-01-31,0.044012,-0.356712,-0.031932,0.018990,0.020348,0.044012,0.214472
2022-02-28,0.044012,-0.376727,-0.045056,-0.014280,0.020169,0.044012,0.164372
2022-03-31,0.044012,-0.256264,-0.036479,0.059519,0.018599,0.044012,-0.036870
2022-04-30,0.044012,-0.291937,-0.040675,0.012608,0.016796,0.044012,0.224239
2022-05-31,0.044012,-0.300689,-0.051603,-0.033816,0.012428,0.044012,0.068545
2022-06-30,0.044012,-0.391512,-0.052835,-0.040311,0.005798,0.044012,0.249257
2022-07-31,0.044012,-0.391512,-0.051316,-0.018165,0.005494,0.044012,0.171217
