Date,enet,rf,knn,rsz,mean,ensemble,realized
2022-08-31,-0.004595,0.001127,-0.060599,-0.011626,-0.004595,-0.011626,-0.025902
2022-09-30,-0.004595,-0.005751,-0.079544,-0.009096,-0.004529,-0.009096,-0.100705
2022-10-31,-0.004595,-0.000476,-0.046807,-0.006779,-0.004760,-0.006779,-0.000780
2022-11-30,-0.004595,-0.001835,-0.090812,-0.009747,-0.005284,-0.009747,-0.009085
2022-12-31,-0.004595,0.002727,-0.073365,-0.011518,-0.005690,-0.011518,-0.000156
2023-01-31,-0.005690,-0.006391,-0.066274,-0.009184,-0.005690,-0.009184,0.048675
2023-02-28,-0.005690,-0.002769,-0.035306,-0.007317,-0.005673,-0.007317,0.084396
2023-03-31,-0.005690,-0.002548,-0.011973,-0.006340,-0.005685,-0.006340,0.040889
2023-04-30,-0.005690,-0.003651,-0.030567,-0.004493,-0.005665,-0.004493,-0.027878
2023-05-31,-0.005690,-0.000635,-0.025239,-0.003061,-0.005169,-0.003061,-0.124836
2023-06-30,-0.005690,0.004664,-0.024485,-0.000758,-0.005169,-0.000758,-0.147889
2023-07-31,-0.005089,0.017003,-0.014685,-0.002191,-0.005089,-0.002191,-0.048837
2023-08-31,-0.005089,0.012710,-0.015859,-0.002400,-0.005089,-0.002400,0.031569
2023-09-30,-0.005089,-0.006401,-0.013649,-0.002674,-0.005497,-0.002674,0.127642
2023-10-31,-0.005089,0.011713,0.004048,-0.003299,-0.005979,-0.003299,0.143725
2023-11-30,-0.005089,0.006008,-0.040470,-0.003665,-0.006124,-0.003665,0.079598
2023-12-31,-0.005089,0.016166,-0.037153,-0.000627,-0.005549,-0.000627,-0.048039
2024-01-31,-0.005549,0.007942,-0.059457,-0.001063,-0.005549,-0.001063,-0.127016
2024-02-29,-0.005549,0.023886,0.024918,0.000454,-0.005050,0.000454,-0.094854
2024-03-31,-0.005549,0.036185,0.015307,0.001370,-0.004767,0.001370,0.017240
2024-04-30,-0.005549,0.036211,0.010765,-0.001094,-0.004911,-0.001094,0.065762
2024-05-31,-0.005549,0.022533,-0.027384,-0.003560,-0.005611,-0.003560,0.110968
2024-06-30,-0.005549,-0.011660,-0.024036,-0.004411,-0.005611,-0.004411,0.089480
2024-07-31,-0.005302,-0.010927,-0.012926,-0.002130,-0.005302,-0.002130,0.026932
2024-08-31,-0.005302,0.013243,-0.012545,-0.000382,-0.005302,-0.000382,-0.113983
2024-09-30,-0.005302,0.004685,-0.018555,-0.000369,-0.004922,-0.000369,-0.086572
2024-10-31,-0.005302,-0.014808,-0.028472,-0.000492,-0.004615,-0.000492,0.006952
2024-11-30,-0.005302,-0.002764,0.024828,0.001296,-0.004512,0.001296,0.054314
2024-12-31,-0.005302,0.009809,0.021229,-0.001303,-0.005130,-0.001303,-0.033992
2025-01-31,0.003640,0.017975,0.003950,-0.002207,-0.005130,-0.002207,0.034430
2025-02-28,0.001985,0.017890,-0.034544,-0.002379,-0.005091,-0.002379,-0.008856
2025-03-31,0.000891,-0.009142,-0.021909,-0.003252,-0.004901,-0.003252,0.012636
2025-04-30,0.002757,-0.001885,-0.023422,-0.003772,-0.004994,-0.003772,-0.159209
2025-05-31,-0.000520,-0.016038,-0.047084,-0.000768,-0.004881,-0.000768,-0.076632
2025-06-30,-0.000227,0.032342,0.000310,-0.000702,-0.004881,-0.000702,-0.025186
2025-07-31,-0.001941,0.015853,-0.010096,-0.002686,-0.005312,-0.002686,0.091842
2025-08-31,-0.006580,-0.015641,-0.019568,-0.002980,-0.005312,-0.002980,0.143173
2025-09-30,-0.001529,0.011498,-0.043289,-0.004158,-0.005537,-0.004158,0.107618
2025-10-31,-0.002220,-0.004609,-0.025660,-0.004476,-0.005598,-0.004476,-0.091102
2025-11-30,-0.003675,-0.018379,-0.047583,-0.003710,-0.005294,-0.003710,-0.226522
2025-12-31,-0.004356,-0.022332,-0.030411,-0.002279,-0.004482,-0.002279,-0.428129
2026-01-31,-0.003191,-0.018135,0.019677,-0.000930,-0.004482,-0.000930,-0.228765
2026-02-28,-0.009696,-0.033211,-0.042459,-0.004710,-0.004750,-0.004710,-0.076337
2026-03-31,-0.009624,-0.006649,-0.036182,-0.003958,-0.005435,-0.003958,0.136044
2026-04-30,-0.015343,-0.016047,0.050094,-0.004892,-0.006735,-0.004892,
2026-05-31,-0.012766,-0.011972,0.015005,-0.008175,-0.007627,-0.008175,
2026-06-30,-0.014903,-0.016311,-0.002320,-0.009520,-0.007627,-0.009520,
