,ret_1m,ret_3m,ret_6m,ret_12m
1980-02-29,-0.101795,-0.021292,0.076720,0.154936
1980-03-31,0.041140,0.119013,0.228916,0.332158
1980-04-30,0.046571,0.144698,0.199266,0.249506
1980-05-31,0.026969,0.100144,0.263215,0.191927
1980-06-30,0.065039,0.098214,0.188375,0.148547
1980-07-31,0.005835,0.047670,0.064765,0.076025
1980-08-31,0.025168,0.148227,0.072643,0.003350
1980-09-30,0.016021,0.082098,0.084011,-0.073968
1980-10-31,0.102377,0.016318,0.041892,-0.043775
1980-11-30,-0.033874,-0.065827,-0.056433,-0.100840
1980-12-31,-0.045742,0.001768,-0.033515,-0.097304
1981-01-31,0.013277,0.025164,0.010575,-0.070629
1981-02-28,0.036033,0.010056,-0.064600,-0.138341
1981-03-31,-0.023456,-0.035221,-0.145735,-0.176765
1981-04-30,-0.001657,-0.014231,-0.082223,-0.123259
1981-05-31,-0.010408,-0.073912,-0.047062,-0.156196
1981-06-30,-0.002210,-0.114549,-0.066001,-0.164622
1981-07-31,-0.062099,-0.068973,-0.080354,-0.182020
1981-08-31,-0.053832,0.028993,-0.078834,-0.026712
1981-09-30,0.049148,0.054829,-0.036323,0.036495
1981-10-31,0.036590,-0.012224,-0.044712,0.097055
1981-11-30,-0.030075,-0.104788,-0.114523,0.096399
1981-12-31,-0.017544,-0.086414,-0.105590,0.147613
1982-01-31,-0.060548,-0.032890,-0.110548,0.206811
1982-02-28,-0.010167,-0.010874,0.056582,0.308991
1982-03-31,0.040014,-0.020990,0.075563,0.366202
1982-04-30,-0.039162,-0.080299,0.148403,0.412144
1982-05-31,-0.020290,0.068198,0.238202,0.451466
1982-06-30,-0.022991,0.098622,0.283095,0.529422
1982-07-31,0.115977,0.248669,0.356803,0.517976
1982-08-31,0.007614,0.159150,0.238892,0.375617
1982-09-30,0.110447,0.167912,0.270221,0.379090
1982-10-31,0.035971,0.086599,0.229659,0.223078
1982-11-30,0.015231,0.068794,0.172237,0.201184
1982-12-31,0.033134,0.087600,0.191980,0.172710
1983-01-31,0.018995,0.131659,0.118789,0.124639
1983-02-28,0.033095,0.096785,0.110361,0.060786
1983-03-31,0.074987,0.095973,0.085709,0.040664
1983-04-30,-0.012406,-0.011373,-0.005352,-0.026637
1983-05-31,0.032330,0.012378,0.024694,-0.072911
1983-06-30,-0.030303,-0.009365,-0.016166,-0.086256
1983-07-31,0.011319,0.006090,0.005229,-0.073204
1983-08-31,0.010158,0.012165,-0.044647,0.013869
1983-09-30,-0.015174,-0.006865,-0.041489,0.000181
1983-10-31,0.017426,-0.000856,-0.021400,0.015530
1983-11-30,-0.008834,-0.056130,-0.095252,-0.016947
1983-12-31,-0.009216,-0.034863,-0.071242,0.014006
1984-01-31,-0.038859,-0.020562,-0.078025,0.099260
1984-02-29,0.013498,-0.041449,0.061250,0.153572
1984-03-31,0.005466,-0.037693,0.043473,0.134942
1984-04-30,-0.059356,-0.058669,0.037738,0.123586
1984-05-31,0.017469,0.107140,0.086549,0.259050
1984-06-30,-0.016451,0.084345,0.091788,0.252448
1984-07-31,0.106332,0.102416,0.192287,0.267224
1984-08-31,-0.003480,-0.018598,0.086993,0.131690
1984-09-30,-0.000060,0.006863,0.087658,0.096207
1984-10-31,-0.015112,0.081522,0.082726,0.142874
1984-11-30,0.022374,0.107593,0.158760,0.235909
1984-12-31,0.074085,0.080244,0.147154,0.263334
1985-01-31,0.008629,0.001113,0.062851,0.178979
1985-02-28,-0.002870,0.046197,0.041119,0.252456
1985-03-31,-0.004594,0.061940,0.007860,0.322373
1985-04-30,0.054051,0.061669,0.055552,0.309681
1985-05-31,0.012134,-0.004854,0.066579,0.304933
1985-06-30,-0.004848,-0.050925,0.101277,0.307480
1985-07-31,-0.011995,-0.005762,0.109260,0.236748
1985-08-31,-0.034724,0.071781,0.202990,0.340879
1985-09-30,0.042509,0.160369,0.312061,0.270431
1985-10-31,0.065062,0.115688,0.240754,0.285323
1985-11-30,0.045061,0.122422,0.223475,0.232725
1985-12-31,0.002367,0.130727,0.187240,0.146204
1986-01-31,0.071489,0.112097,0.114931,0.294173
1986-02-28,0.052794,0.090032,0.114622,0.252424
1986-03-31,-0.014148,0.049979,-0.031729,0.221013
1986-04-30,0.050229,0.002548,0.035920,0.224355
1986-05-31,0.014110,0.022559,0.007560,0.172832
1986-06-30,-0.058683,-0.077818,-0.034564,0.211928
1986-07-31,0.071193,0.033288,0.160766,0.349568
1986-08-31,-0.085439,-0.014668,0.123631,0.303918
1986-09-30,0.054729,0.046905,0.261024,0.391276
1986-10-31,0.021477,0.123371,0.181900,0.032011
1986-11-30,-0.028288,0.140358,0.164032,-0.075917
1986-12-31,0.131767,0.204526,0.255317,0.020275
1987-01-31,0.036924,0.052102,0.162653,-0.062062
1987-02-28,0.026390,0.020760,0.160450,-0.057635
1987-03-31,-0.011450,0.042167,0.103291,-0.112479
1987-04-30,0.006034,0.105077,-0.126821,-0.093737
1987-05-31,0.047914,0.136849,-0.206136,-0.096312
1987-06-30,0.048224,0.058651,-0.187237,-0.100329
1987-07-31,0.034959,-0.209848,-0.193278,-0.146363
1987-08-31,-0.024166,-0.301698,-0.187932,-0.207035
1987-09-30,-0.217630,-0.232265,-0.195569,-0.155113
1987-10-31,-0.085349,0.020970,0.037889,0.107947
1987-11-30,0.072861,0.162918,0.138341,0.188450
1987-12-31,0.040432,0.047798,0.106929,0.124008
1988-01-31,0.041817,0.016571,0.058155,0.157156
1988-02-29,-0.033343,-0.021134,-0.023523,0.078560
1988-03-31,0.009425,0.056433,0.050292,0.138978
1988-04-30,0.003176,0.040906,0.067501,0.184862
1988-05-31,0.043256,-0.002441,0.044019,0.222612
1988-06-30,-0.005411,-0.005814,0.015430,0.162633
1988-07-31,-0.038600,0.025550,0.093559,0.272259
1988-08-31,0.039729,0.046574,0.104543,0.343874
1988-09-30,0.025964,0.021367,0.084440,0.284065
1988-10-31,-0.018891,0.066315,0.109940,0.220059
1988-11-30,0.014688,0.055389,0.171063,0.264121
1988-12-31,0.071115,0.061753,0.144966,0.272505
1989-01-31,-0.028944,0.040912,0.163411,0.106263
1989-02-28,0.020806,0.109603,0.216679,0.148965
1989-03-31,0.050090,0.078374,0.184081,0.152847
1989-04-30,0.035137,0.117685,0.099212,0.068337
1989-05-31,-0.007925,0.096500,0.079465,0.127012
1989-06-30,0.088370,0.098025,0.111391,0.125920
1989-07-31,0.015517,-0.016528,-0.049122,0.029097
1989-08-31,-0.006544,-0.015536,-0.055655,-0.082202
1989-09-30,-0.025175,0.012172,-0.026378,-0.123443
1989-10-31,0.016541,-0.033141,-0.028088,-0.106828
1989-11-30,0.021417,-0.040753,0.044048,-0.068701
1989-12-31,-0.068817,-0.038087,0.013073,-0.065591
1990-01-31,0.008539,0.005227,0.082260,0.045126
1990-02-28,0.024255,0.088403,-0.028112,0.105999
1990-03-31,-0.026887,0.053186,-0.099694,0.103783
1990-04-30,0.091989,0.076632,-0.081016,0.134643
1990-05-31,-0.008886,-0.107051,-0.107992,0.079174
1990-06-30,-0.005223,-0.145159,-0.077649,0.036702
1990-07-31,-0.094314,-0.146427,-0.034311,0.088895
1990-08-31,-0.051184,-0.001054,0.137990,0.225911
1990-09-30,-0.006698,0.078974,0.226009,0.267309
1990-10-31,0.059934,0.131349,0.234671,0.290954
1990-11-30,0.024828,0.139191,0.209826,0.164484
1990-12-31,0.041518,0.136273,0.123978,0.263067
1991-01-31,0.067281,0.091327,0.127584,0.188556
1991-02-28,0.022203,0.062004,0.077260,0.124309
1991-03-31,0.000320,-0.010820,0.033687,0.075875
1991-04-30,0.038605,0.033223,0.045585,0.105531
1991-05-31,-0.047893,0.014365,-0.037478,0.065464
1991-06-30,0.044859,0.044994,0.123747,0.099634
1991-07-31,0.019649,0.011965,0.054073,0.093860
1991-08-31,-0.019144,-0.051109,0.043674,0.047037
1991-09-30,0.011834,0.075362,0.040814,0.077193
1991-10-31,-0.043904,0.041610,0.057332,0.066836
1991-11-30,0.111588,0.099888,0.106951,0.149592
1991-12-31,-0.019924,-0.032127,-0.021458,0.044643
1992-01-31,0.009590,0.015094,0.037746,0.073389
1992-02-29,-0.021832,0.006421,0.003223,0.074340
1992-03-31,0.027893,0.011023,0.034953,0.118854
1992-04-30,0.000964,0.022316,0.008989,0.060827
1992-05-31,-0.017359,-0.003178,0.038522,0.083881
1992-06-30,0.039374,0.023668,0.067550,0.103861
1992-07-31,-0.023998,-0.013036,0.034346,0.056387
1992-08-31,0.009106,0.041833,0.070889,0.119629
1992-09-30,0.002106,0.042867,0.081068,0.098444
1992-10-31,0.030262,0.048008,0.051376,0.117393
1992-11-30,0.010108,0.027889,0.043677,0.070569
1992-12-31,0.007046,0.036630,0.034013,0.070552
1993-01-31,0.010484,0.003213,0.021309,0.097612
1993-02-28,0.018697,0.015359,0.045514,0.053588
1993-03-31,-0.025417,-0.002524,0.016074,-0.013063
1993-04-30,0.022717,0.018038,0.062791,0.024353
1993-05-31,0.000755,0.029699,0.025767,0.014016
1993-06-30,-0.005327,0.018645,0.035336,-0.013895
1993-07-31,0.034432,0.043960,0.074710,0.022605
1993-08-31,-0.009988,-0.003818,0.007723,0.025736
1993-09-30,0.019393,0.016386,-0.028675,0.008237
1993-10-31,-0.012911,0.029455,-0.036167,0.009662
1993-11-30,0.010091,0.011585,-0.011455,-0.017540
1993-12-31,0.032501,-0.044335,-0.047551,-0.015393
1994-01-31,-0.030045,-0.063744,-0.048483,-0.023235
1994-02-28,-0.045747,-0.022777,0.017875,0.043349
1994-03-31,0.011531,-0.003365,0.038002,0.123247
1994-04-30,0.012397,0.016300,0.047548,0.141492
1994-05-31,-0.026791,0.041599,-0.006156,0.168456
1994-06-30,0.031490,0.041506,0.033763,0.226169
1994-07-31,0.037599,0.030747,0.026535,0.226509
1994-08-31,-0.026878,-0.045847,0.025027,0.181686
1994-09-30,0.020834,-0.007434,0.082125,0.263016
1994-10-31,-0.039505,-0.004086,0.089679,0.231079
1994-11-30,0.012299,0.074280,0.175693,0.334325
1994-12-31,0.024278,0.090230,0.186121,0.341107
1995-01-31,0.036074,0.094150,0.194805,0.352026
1995-02-28,0.027329,0.094401,0.152834,0.313999
1995-03-31,0.027960,0.087955,0.167163,0.289169
1995-04-30,0.036312,0.091993,0.129762,0.270949
1995-05-31,0.021279,0.053393,0.134927,0.254443
1995-06-30,0.031776,0.072804,0.130665,0.231078
1995-07-31,-0.000320,0.034587,0.131587,0.138580
1995-08-31,0.040097,0.077401,0.139799,0.160372
1995-09-30,-0.004979,0.053935,0.104533,0.176109
1995-10-31,0.041049,0.093758,0.124970,0.212846
1995-11-30,0.017444,0.057915,0.105307,0.250508
1995-12-31,0.032617,0.048009,0.088809,0.202637
1996-01-31,0.006934,0.028537,0.006179,0.236062
1996-02-29,0.007917,0.044798,0.018050,0.234827
1996-03-31,0.013431,0.038931,0.064803,0.172920
1996-04-30,0.022853,-0.021737,0.078114,0.224972
1996-05-31,0.002257,-0.025601,0.131367,0.267755
1996-06-30,-0.045748,0.024902,0.104543,0.319863
1996-07-31,0.018814,0.102070,0.228471,0.491226
1996-08-31,0.054203,0.161091,0.212933,0.379576
1996-09-30,0.026101,0.077706,0.101538,0.378203
1996-10-31,0.073376,0.114694,0.136217,0.296837
1996-11-30,-0.021505,0.044649,0.120552,0.262054
1996-12-31,0.061317,0.022113,0.194940,0.310082
1997-01-31,0.005928,0.019309,0.213888,0.246922
1997-02-28,-0.042614,0.072659,0.137389,0.326901
1997-03-31,0.058406,0.169088,0.251162,0.455185
1997-04-30,0.058577,0.190893,0.141363,0.387364
1997-05-31,0.043453,0.060346,0.126279,0.285920
1997-06-30,0.078146,0.070204,0.096358,0.280972
1997-07-31,-0.057466,-0.041590,0.027213,0.174325
1997-08-31,0.053154,0.062181,0.166620,0.064271
1997-09-30,-0.034478,0.024438,0.163067,0.073611
1997-10-31,0.044587,0.071789,0.215532,0.201231
1997-11-30,0.015732,0.098325,0.141742,0.217951
1997-12-31,0.010150,0.135321,0.168389,0.266686
1998-01-31,0.070449,0.134115,0.143214,0.305382
1998-02-28,0.049946,0.039530,-0.087731,0.180104
1998-03-31,0.009076,0.029126,-0.076914,0.167570
1998-04-30,-0.018826,0.008023,-0.011765,0.200971
1998-05-31,0.039438,-0.122422,0.066748,0.193451
1998-06-30,-0.011615,-0.103039,0.084130,0.210673
1998-07-31,-0.145797,-0.019631,0.141853,0.185648
1998-08-31,0.062396,0.215559,0.293592,0.379335
1998-09-30,0.080294,0.208670,0.264855,0.261256
1998-10-31,0.059126,0.164717,0.215269,0.240527
1998-11-30,0.056375,0.064196,0.118775,0.193601
1998-12-31,0.041009,0.046484,0.116723,0.195260
1999-01-31,-0.032283,0.043403,0.038355,0.089728
1999-02-28,0.038794,0.051287,0.066283,0.103438
1999-03-31,0.037944,0.067119,-0.002845,0.164968
1999-04-30,-0.024970,-0.004838,0.020784,0.087816
1999-05-31,0.054438,0.014264,0.066882,0.091225
1999-06-30,-0.032046,-0.065564,0.070328,0.059656
1999-07-31,-0.006254,0.025747,0.049476,0.076848
1999-08-31,-0.028552,0.051878,0.034845,0.149401
1999-09-30,0.062540,0.145427,0.168292,0.119902
1999-10-31,0.019062,0.023134,0.065667,0.048770
1999-11-30,0.057844,-0.016193,0.022816,-0.053250
1999-12-31,-0.050904,0.019963,-0.009971,-0.101392
2000-01-31,-0.020108,0.041572,0.026082,-0.020402
2000-02-29,0.096720,0.039651,0.110698,-0.092563
2000-03-31,-0.030796,-0.029348,-0.041419,-0.225714
2000-04-30,-0.021915,-0.014872,-0.015856,-0.139745
2000-05-31,0.023934,0.068337,-0.074370,-0.115993
2000-06-30,-0.016341,-0.012436,-0.092342,-0.158270
2000-07-31,0.060699,-0.000999,-0.045302,-0.153477
2000-08-31,-0.053483,-0.133579,-0.183003,-0.253084
2000-09-30,-0.004949,-0.080911,-0.192258,-0.275369
2000-10-31,-0.080069,-0.044347,-0.125885,-0.258584
2000-11-30,0.004053,-0.057044,-0.044967,-0.133465
2000-12-31,0.034637,-0.121149,-0.072636,-0.130427
2001-01-31,-0.092291,-0.085322,-0.113308,-0.172627
2001-02-28,-0.064205,0.012807,-0.085778,-0.107433
2001-03-31,0.076814,0.055200,-0.102893,-0.011152
2001-04-30,0.005090,-0.030597,-0.151810,-0.138092
2001-05-31,-0.025035,-0.097339,-0.092665,-0.150244
2001-06-30,-0.010740,-0.149823,-0.062317,-0.191575
2001-07-31,-0.064108,-0.125038,-0.066899,-0.247360
2001-08-31,-0.081723,0.005178,-0.023686,-0.191879
2001-09-30,0.018099,0.102926,0.102263,-0.216785
2001-10-31,0.075176,0.066448,0.016173,-0.164204
2001-11-30,0.007574,-0.028716,-0.063460,-0.178279
2001-12-31,-0.015574,-0.000601,-0.137847,-0.233660
2002-01-31,-0.020766,-0.047142,-0.193399,-0.242877
2002-02-28,0.036739,-0.035772,-0.172273,-0.239968
2002-03-31,-0.061418,-0.137329,-0.289448,-0.260774
2002-04-30,-0.009081,-0.153493,-0.177506,-0.148572
2002-05-31,-0.072455,-0.141565,-0.122599,-0.097035
2002-06-30,-0.079004,-0.176335,-0.111131,-0.015478
2002-07-31,0.004881,-0.028367,-0.061341,0.086319
2002-08-31,-0.110024,0.022094,-0.081784,0.100364
2002-09-30,0.086449,0.079163,0.040354,0.221629
2002-10-31,0.057070,-0.033937,0.035179,0.186224
2002-11-30,-0.060333,-0.101633,0.029136,0.130181
2002-12-31,-0.027415,-0.035962,0.107613,0.263804
2003-01-31,-0.017004,0.071544,0.157310,0.321877
2003-02-28,0.008358,0.145563,0.198371,0.361160
2003-03-31,0.081044,0.148931,0.174244,0.327796
2003-04-30,0.050899,0.080040,0.145912,0.207630
2003-05-31,0.011322,0.046098,0.098185,0.163026
2003-06-30,0.016224,0.022032,0.141016,0.170693
2003-07-31,0.017873,0.060991,0.142198,0.112500
2003-08-31,-0.011944,0.049791,0.135842,0.095465
2003-09-30,0.054961,0.116419,0.130767,0.119090
2003-10-31,0.007129,0.076539,0.053859,0.075654
2003-11-30,0.050766,0.081969,0.059044,0.109261
2003-12-31,0.017276,0.012852,0.026009,0.089935
2004-01-31,0.012209,-0.021067,-0.026001,0.044327
2004-02-29,-0.016359,-0.021189,-0.035548,0.051234
2004-03-31,-0.016791,0.012990,-0.010327,0.048286
2004-04-30,0.012083,-0.005039,0.020681,0.044748
2004-05-31,0.017989,-0.014670,0.047418,0.063194
2004-06-30,-0.034291,-0.023018,0.062305,0.044257
2004-07-31,0.002287,0.025850,0.072205,0.120230
2004-08-31,0.009364,0.063012,0.089980,0.105131
2004-09-30,0.014014,0.087333,0.059224,0.102487
2004-10-31,0.038595,0.045187,0.023580,0.067961
2004-11-30,0.032458,0.025370,0.015062,0.064456
2004-12-31,-0.025290,-0.025852,-0.016990,0.030010
2005-01-31,0.018903,-0.020673,0.044791,0.083647
2005-02-28,-0.019118,-0.010053,0.013900,0.064025
2005-03-31,-0.020109,0.009097,0.040844,0.096799
2005-04-30,0.029952,0.066845,0.043359,0.132913
2005-05-31,-0.000143,0.024196,0.048661,0.065959
2005-06-30,0.035968,0.031461,0.047812,0.066203
2005-07-31,-0.011222,-0.022015,0.037191,0.034420
2005-08-31,0.006949,0.023887,0.049438,0.068416
2005-09-30,-0.017741,0.015853,0.053759,0.087109
2005-10-31,0.035186,0.060538,0.085832,0.141614
2005-11-30,-0.000952,0.024954,0.016495,0.120970
2005-12-31,0.025467,0.037315,0.017552,0.136194
2006-01-31,0.000453,0.023850,-0.002672,0.123555
2006-02-28,0.011096,-0.008254,0.018084,0.098512
2006-03-31,0.012156,-0.019052,0.031648,0.097299
2006-04-30,-0.030917,-0.025904,0.051373,0.131053
2006-05-31,0.000087,0.026557,0.102780,0.205127
2006-06-30,0.005086,0.051685,0.116596,0.183554
2006-07-31,0.021274,0.079332,0.126565,0.139904
2006-08-31,0.024566,0.074251,0.078999,0.130517
2006-09-30,0.031508,0.061721,0.063637,0.142905
2006-10-31,0.016467,0.043761,0.075787,0.124418
2006-11-30,0.012616,0.004419,0.092808,0.057481
2006-12-31,0.014059,0.001805,0.059966,0.035296
2007-01-31,-0.021846,0.030683,0.011841,-0.041502
2007-02-28,0.009980,0.088000,0.047746,-0.054158
2007-03-31,0.043291,0.058056,0.074525,-0.069085
2007-04-30,0.032549,-0.018282,0.045205,-0.065287
2007-05-31,-0.017816,-0.036998,-0.032327,-0.085090
2007-06-30,-0.031982,0.015565,-0.023275,-0.148568
2007-07-31,0.012864,0.064668,-0.052719,-0.129110
2007-08-31,0.035794,0.004851,-0.097260,-0.129689
2007-09-30,0.014822,-0.038245,-0.133650,-0.236050
2007-10-31,-0.044043,-0.110257,-0.105713,-0.374750
2007-11-30,-0.008629,-0.101618,-0.054526,-0.394899
2007-12-31,-0.061163,-0.099199,-0.128279,-0.384858
2008-01-31,-0.034761,0.005107,-0.080643,-0.400907
2008-02-29,-0.005960,0.052419,-0.035923,-0.447562
2008-03-31,0.047547,-0.032282,-0.118198,-0.396787
2008-04-30,0.010674,-0.085314,-0.300839,-0.370081
2008-05-31,-0.085962,-0.083942,-0.360002,-0.343650
2008-06-30,-0.009859,-0.088781,-0.294336,-0.281781
2008-07-31,0.012190,-0.235628,-0.348356,-0.220849
2008-08-31,-0.090791,-0.301357,-0.426978,-0.204400
2008-09-30,-0.169425,-0.225582,-0.315932,-0.093693
2008-10-31,-0.074849,-0.147479,-0.099035,0.069615
2008-11-30,0.007822,-0.179807,0.025551,0.222474
2008-12-31,-0.085657,-0.116668,0.017791,0.234542
2009-01-31,-0.109931,0.056824,0.195670,0.300274
2009-02-28,0.085404,0.250377,0.388429,0.502523
2009-03-31,0.093925,0.152218,0.324877,0.465690
2009-04-30,0.053081,0.131380,0.187188,0.359620
2009-05-31,0.000196,0.110408,0.192016,0.185249
2009-06-30,0.074142,0.149850,0.212962,0.121166
2009-07-31,0.033560,0.049328,0.087485,0.115567
2009-08-31,0.035723,0.073495,0.082176,0.028130
2009-09-30,-0.019762,0.054887,0.106283,0.079578
2009-10-31,0.057364,0.036364,0.145244,0.141934
2009-11-30,0.017771,0.008087,-0.005677,0.077508
2009-12-31,-0.036974,0.048722,-0.075679,0.127827
2010-01-31,0.028514,0.105059,0.025822,0.197650
2010-02-28,0.058796,-0.013653,-0.049942,0.201659
2010-03-31,0.014759,-0.118622,-0.024140,0.133740
2010-04-30,-0.081976,-0.071704,-0.002890,0.149087
2010-05-31,-0.053882,-0.036791,0.083660,0.234797
2010-06-30,0.068778,0.107198,0.220169,0.281292
2010-07-31,-0.047449,0.074129,0.167502,0.173094
2010-08-31,0.087551,0.125051,0.264826,0.161589
2010-09-30,0.036856,0.102033,0.161786,-0.008570
2010-10-31,-0.002290,0.086929,0.152418,0.059192
2010-11-30,0.065300,0.124239,0.139469,0.056253
2010-12-31,0.022646,0.054221,0.050094,-0.000032
2011-01-31,0.031957,0.060251,0.004790,0.020441
2011-02-28,-0.001047,0.013547,-0.081622,0.028978
2011-03-31,0.028495,-0.003914,-0.146633,0.062331
2011-04-30,-0.013501,-0.052310,-0.080896,0.025154
2011-05-31,-0.018257,-0.093897,-0.073030,-0.025922
2011-06-30,-0.021474,-0.143279,-0.047734,0.031439
2011-07-31,-0.056791,-0.030164,0.015577,0.067354
2011-08-31,-0.071762,0.023029,0.120429,0.153984
2011-09-30,0.107723,0.111524,0.244869,0.273329
2011-10-31,-0.005059,0.047163,0.115383,0.126753
2011-11-30,0.008533,0.095208,0.050820,0.135706
2011-12-31,0.043583,0.119967,0.083143,0.134057
2012-01-31,0.040589,0.065147,0.050982,0.141495
2012-02-29,0.031332,-0.040529,0.029948,0.109103
2012-03-31,-0.007497,-0.032880,0.022862,0.114110
2012-04-30,-0.062651,-0.013298,0.010194,0.142827
2012-05-31,0.039555,0.073455,0.080781,0.244526
2012-06-30,0.012598,0.057636,0.047006,0.179215
2012-07-31,0.019763,0.023809,0.086122,0.222146
2012-08-31,0.024236,0.006825,0.076853,0.160951
2012-09-30,-0.019789,-0.010051,0.089208,0.167200
2012-10-31,0.002847,0.060864,0.131295,0.243868
2012-11-30,0.007068,0.069553,0.151506,0.275127
2012-12-31,0.050428,0.100267,0.126274,0.296012
2013-01-31,0.011061,0.066390,0.125238,0.189893
2013-02-28,0.035988,0.076623,0.078096,0.227619
2013-03-31,0.018086,0.023636,0.071604,0.193189
2013-04-30,0.020763,0.055184,0.099507,0.179260
2013-05-31,-0.014999,0.001367,0.107356,0.179569
2013-06-30,0.049462,0.046860,0.150708,0.220354
2013-07-31,-0.031298,0.042006,0.057459,0.145302
2013-08-31,0.029750,0.105844,0.138692,0.226826
2013-09-30,0.044596,0.099200,0.113461,0.172900
2013-10-31,0.028049,0.014830,0.072535,0.148878
2013-11-30,0.023563,0.029704,0.065212,0.144949
2013-12-31,-0.035583,0.012974,0.060524,0.113906
2014-01-31,0.043117,0.056861,0.083070,0.119152
2014-02-28,0.006932,0.034483,0.077399,0.131786
2014-03-31,0.006201,0.046941,0.053382,0.104441
2014-04-30,0.021030,0.024799,0.071180,0.106988
2014-05-31,0.019058,0.041485,0.074856,0.095562
2014-06-30,-0.015080,0.006152,0.050336,0.052484
2014-07-31,0.037655,0.045259,0.033315,0.089694
2014-08-31,-0.015514,0.032041,0.050480,-0.015569
2014-09-30,0.023201,0.043913,0.048471,-0.026497
2014-10-31,0.024534,-0.011427,0.033428,0.030381
2014-11-30,-0.004189,0.017866,0.019264,0.006215
2014-12-31,-0.031041,0.004366,0.002045,-0.007266
2015-01-31,0.054893,0.045374,0.054562,-0.027444
2015-02-28,-0.017396,0.001373,-0.062875,-0.081858
2015-03-31,0.008521,-0.002311,-0.071503,-0.003941
2015-04-30,0.010491,0.008789,-0.002949,-0.009691
2015-05-31,-0.021012,-0.064160,-0.012803,-0.004954
2015-06-30,0.019742,-0.069352,-0.009292,0.017328
2015-07-31,-0.062581,-0.011636,-0.077763,0.033158
2015-08-31,-0.026443,0.054878,-0.020257,0.100787
2015-09-30,0.082983,0.064535,0.072764,0.129290
2015-10-31,0.000505,-0.066905,-0.006762,0.022502
2015-11-30,-0.017530,-0.071226,0.007950,0.056912
2015-12-31,-0.050735,0.007730,0.026870,0.095350
2016-01-31,-0.004128,0.064456,0.120274,0.174530
2016-02-29,0.065991,0.085249,0.123546,0.223270
2016-03-31,0.002699,0.018993,0.052691,0.147096
2016-04-30,0.015325,0.052438,0.029463,0.154409
2016-05-31,0.000911,0.035289,0.048575,0.150147
2016-06-30,0.035610,0.033070,0.066689,0.154631
2016-07-31,-0.001219,-0.021830,0.048431,0.136502
2016-08-31,-0.001234,0.012833,0.088758,0.138511
2016-09-30,-0.019426,0.032542,0.089680,0.161922
2016-10-31,0.034175,0.071829,0.121370,0.211232
2016-11-30,0.018201,0.074963,0.096866,0.204097
2016-12-31,0.017884,0.055337,0.082445,0.194200
2017-01-31,0.037198,0.046220,0.084002,0.239127
2017-02-28,-0.000389,0.020375,0.045696,0.148157
2017-03-31,0.009091,0.025686,0.066297,0.117725
2017-04-30,0.011576,0.036113,0.080136,0.110666
2017-05-31,0.004814,0.024815,0.097761,0.121681
2017-06-30,0.019349,0.039593,0.103243,0.121713
2017-07-31,0.000546,0.042489,0.143104,0.140060
2017-08-31,0.019303,0.071179,0.097983,0.173920
2017-09-30,0.022188,0.061226,0.048231,0.156635
2017-10-31,0.028083,0.096515,0.028265,0.052997
2017-11-30,0.009832,0.025023,0.021790,0.042526
2017-12-31,0.056179,-0.012246,0.016741,-0.062373
2018-01-31,-0.038947,-0.062242,-0.002663,-0.042393
2018-02-28,-0.026884,-0.003154,0.069161,0.026037
2018-03-31,0.002719,0.029346,0.103417,0.073283
2018-04-30,0.021608,0.063534,0.024052,0.112453
2018-05-31,0.004842,0.072544,0.020294,0.017296
2018-06-30,0.036022,0.071959,-0.077811,0.082178
2018-07-31,0.030263,-0.037123,-0.039836,0.058265
2018-08-31,0.004294,-0.048716,-0.040334,0.008595
2018-09-30,-0.069403,-0.139716,-0.027310,0.021538
2018-10-31,0.017859,-0.002817,0.086325,0.120152
2018-11-30,-0.091777,0.008811,-0.002938,0.137966
2018-12-31,0.078684,0.130662,0.173489,0.288781
2019-01-31,0.029729,0.089394,0.102171,0.192826
2019-02-28,0.017924,-0.011647,0.050986,0.060956
2019-03-31,0.039313,0.037878,0.050219,-0.088135
2019-04-30,-0.065778,0.011728,0.031139,-0.011338
2019-05-31,0.068930,0.063371,0.141320,0.106193
2019-06-30,0.013128,0.011891,0.098247,0.053890
2019-07-31,-0.018092,0.019186,0.082251,0.097551
2019-08-31,0.017181,0.073304,0.009486,0.196090
2019-09-30,0.020432,0.085342,-0.131738,0.129759
2019-10-31,0.034047,0.061879,-0.041194,0.076509
2019-11-30,0.028590,-0.059459,-0.030777,0.153025
2019-12-31,-0.001628,-0.200011,-0.040390,0.162589
2020-01-31,-0.084110,-0.097067,0.014137,0.151517
2020-02-29,-0.125119,0.030495,0.184851,0.290070
2020-03-31,0.126844,0.199529,0.301173,0.537145
2020-04-30,0.045282,0.123158,0.122760,0.435629
2020-05-31,0.018388,0.149788,0.189639,0.380973
2020-06-30,0.055101,0.084737,0.211522,0.386161
2020-07-31,0.070065,-0.000355,0.135464,0.343656
2020-08-31,-0.039228,0.034660,0.088804,0.292080
2020-09-30,-0.027666,0.116881,0.181353,0.280862
2020-10-31,0.107546,0.135867,0.278661,0.408390
2020-11-30,0.037121,0.052330,0.160834,0.261034
2020-12-31,-0.011137,0.057725,0.144148,0.268927
2021-01-31,0.026091,0.125713,0.183354,0.215740
2021-02-28,0.042439,0.103108,0.186697,0.147669
2021-03-31,0.052425,0.081706,0.084233,0.140331
2021-04-30,0.005486,0.051203,0.101457,-0.011777
2021-05-31,0.022214,0.075776,0.086318,-0.017117
