date,prob_oos
1950-01-31,0.023331996052834085
1950-02-28,0.025363323789698508
1950-03-31,0.029081053331562794
1950-04-30,0.0302778226639126
1950-05-31,0.03827180221960687
1950-06-30,0.046998314230229925
1950-07-31,0.0710068614434491
1950-08-31,0.026583504897357883
1950-09-30,0.034359500112818075
1950-10-31,0.042922755354148946
1950-11-30,0.0640392156526579
1950-12-31,0.05918039618392439
1951-01-31,0.0370770586596064
1951-02-28,0.05713381186619529
1951-03-31,0.06708985861909571
1951-04-30,0.06851942324694797
1951-05-31,0.07256406655375937
1951-06-30,0.08951577447757528
1951-07-31,0.08876206539923102
1951-08-31,0.08799215782568424
1951-09-30,0.10452630002305008
1951-10-31,0.12481646536965615
1951-11-30,0.12654056701114008
1951-12-31,0.0974909667000642
1952-01-31,0.10753887730082325
1952-02-29,0.1315815634933978
1952-03-31,0.13001336817350484
1952-04-30,0.10961881917406832
1952-05-31,0.10959327775974623
1952-06-30,0.09895401119201619
1952-07-31,0.11019353372846825
1952-08-31,0.11264058904041924
1952-09-30,0.1207922072754604
1952-10-31,0.11338109134108063
1952-11-30,0.08115972537127218
1952-12-31,0.10292486379353044
1953-01-31,0.11019362834260274
1953-02-28,0.12234937158306138
1953-03-31,0.11851017645917918
1953-04-30,0.13200146053423034
1953-05-31,0.08743205183752231
1953-06-30,0.07727935441405318
1953-07-31,0.051806543174545
1953-08-31,0.06486815620466077
1953-09-30,0.07227192490453622
1953-10-31,0.039223395075454914
1953-11-30,0.050125670330406984
1953-12-31,0.06149342445526728
1954-01-31,0.07332471796247092
1954-02-28,0.08633072199311183
1954-03-31,0.09663863035420324
1954-04-30,0.11137726410737524
1954-05-31,0.1386710257178152
1954-06-30,0.14788289931220439
1954-07-31,0.1595800282492515
1954-08-31,0.1657262456237078
1954-09-30,0.19906835821352453
1954-10-31,0.17356734073663055
1954-11-30,0.2060355718018966
1954-12-31,0.1839033275799012
1955-01-31,0.19679373156795696
1955-02-28,0.18733729737832994
1955-03-31,0.23467403425626365
1955-04-30,0.23354095037674
1955-05-31,0.23220696907104335
1955-06-30,0.23746300458984523
1955-07-31,0.2142992731079095
1955-08-31,0.1824392304444657
1955-09-30,0.19435581789994286
1955-10-31,0.22220282884531997
1955-11-30,0.2421375482502761
1955-12-31,0.22190818749296046
1956-01-31,0.2323798657933754
1956-02-29,0.24798197171479455
1956-03-31,0.23594593975995548
1956-04-30,0.21701586324563063
1956-05-31,0.1973577968106473
1956-06-30,0.25387465283182215
1956-07-31,0.23092794999074337
1956-08-31,0.21859686620717833
1956-09-30,0.22095611090960846
1956-10-31,0.2451783439454029
1956-11-30,0.2833075763120293
1956-12-31,0.28449593482714175
1957-01-31,0.28266650321235054
1957-02-28,0.3716381649460858
1957-03-31,0.35290643014403345
1957-04-30,0.3212999195353358
1957-05-31,0.30218797565931155
1957-06-30,0.30932228811159285
1957-07-31,0.31702876156945814
1957-08-31,0.31381767470722455
1957-09-30,0.2862877946087608
1957-10-31,0.31939738447104743
1957-11-30,0.2586985286394204
1957-12-31,0.27116925947358905
1958-01-31,0.3980505778353507
1958-02-28,0.33473286099732313
1958-03-31,0.30659427282772533
1958-04-30,0.31305911850492163
1958-05-31,0.28656925900425495
1958-06-30,0.27814764319633295
1958-07-31,0.25368724053663094
1958-08-31,0.19919081162667915
1958-09-30,0.1867215849051569
1958-10-31,0.19626236849322867
1958-11-30,0.24964121730622943
1958-12-31,0.2783516490189898
1959-01-31,0.23557061160388784
1959-02-28,0.24119206651426067
1959-03-31,0.2659938719934314
1959-04-30,0.2848660797166304
1959-05-31,0.25434261753882614
1959-06-30,0.2466997166448607
1959-07-31,0.2596972943786368
1959-08-31,0.26945313842954405
1959-09-30,0.2853915162214577
1959-10-31,0.23243467224608869
1959-11-30,0.27274652283297923
1959-12-31,0.25801128839868087
1960-01-31,0.2463349319186798
